Problem,Damage,Regeneration,Tournament_size,alpha,BestScore,WorstScore,MeanScore,StdDev
sfp,0.2,0.0,4,0.7,-67034,-154770,-101941.84,22158.961408616862
sfp,0.2,0.0,4,0.8,-81763,-156566,-116923.5,16110.990272519703
sfp,0.2,0.0,4,0.9,-64333,-175795,-125355.68,21369.438586152584
sfp,0.2,0.0,4,1.0,-87129,-153087,-115747.76,17496.482602266908
sfp,0.2,0.0,5,0.0,-72961,-142168,-105683.94,16458.39752460607
sfp,0.2,0.0,5,0.1,-70951,-169704,-109995.3,21408.947074214804
sfp,0.2,0.0,5,0.2,-67751,-143202,-109255,21095.37380758238
sfp,0.2,0.0,5,0.3,-49059,-160976,-103128.12,21041.074693822567
sfp,0.2,0.0,5,0.4,-38846,-145731,-93451.48,25196.89433911105
sfp,0.2,0.0,5,0.5,-49307,-163629,-94291.18,24232.880753637197
sfp,0.2,0.0,5,0.6,-41757,-135648,-94804.76,20106.464766602116
sfp,0.2,0.0,5,0.7,-67844,-164185,-108090.44,23336.062605437488
sfp,0.2,0.0,5,0.8,-86023,-162999,-121110.04,17825.420552568132
sfp,0.2,0.0,5,0.9,-83801,-187434,-132096.7,20045.295484762217
sfp,0.2,0.0,5,1.0,-85974,-171340,-122323.12,20087.414612688233
sfp,0.2,0.0,6,0.0,-69290,-163187,-109858.54,19020.781150089286
sfp,0.2,0.0,6,0.1,-82777,-209402,-123737.88,24965.616623946575
sfp,0.2,0.0,6,0.2,-70212,-168908,-122244.76,21285.949367407524
sfp,0.2,0.0,6,0.3,-55711,-155193,-104549.74,24066.94215657143
sfp,0.2,0.0,6,0.4,-40838,-155854,-94588.6,26067.52077719298
sfp,0.2,0.0,6,0.5,-46098,-195564,-103462.36,31091.50423741679
sfp,0.2,0.0,6,0.6,-56000,-156114,-108485.4,22895.212091043784
sfp,0.2,0.0,6,0.7,-60584,-183125,-110045.28,23271.97588503111
sfp,0.2,0.0,6,0.8,-103585,-183790,-136880.36,19201.928855875976
sfp,0.2,0.0,6,0.9,-70977,-180696,-137546.7,22876.442500519872
sfp,0.2,0.0,6,1.0,-96240,-187719,-125909.16,21040.39844462484
sfp,0.2,0.0,7,0.0,-85581,-172718,-116435.6,18393.898534734893
sfp,0.2,0.0,7,0.1,-86818,-175828,-127709.96,20258.796353995294
sfp,0.2,0.0,7,0.2,-85664,-184401,-126329.52,18881.18718188957
sfp,0.2,0.0,7,0.3,-55117,-167632,-112954.2,26054.95900309692
sfp,0.2,0.0,7,0.4,-51466,-170249,-101883.14,29895.798276892576
sfp,0.2,0.0,7,0.5,-43087,-143281,-97680.32,23296.55142688089
sfp,0.2,0.0,7,0.6,-57098,-189687,-104472.88,29927.782079355424
sfp,0.2,0.0,7,0.7,-59767,-155287,-115431.92,23975.938765932715
sfp,0.2,0.0,7,0.8,-75224,-188999,-133100.5,22966.533616040855
sfp,0.2,0.0,7,0.9,-100370,-230420,-147171.2,20671.512744423355
sfp,0.2,0.0,7,1.0,-99086,-171271,-132238.82,18199.75973343313
sfp,0.2,0.0,8,0.0,-75319,-164945,-119349.06,21740.071582791486
sfp,0.2,0.0,8,0.1,-87829,-191003,-133547.76,22592.655956432263
sfp,0.2,0.0,8,0.2,-83207,-197280,-131023.42,24993.760195247753
sfp,0.2,0.0,8,0.3,-65242,-170365,-112502.52,24511.486933339344
sfp,0.2,0.0,8,0.4,-57528,-183534,-111186.62,27936.082543425113
sfp,0.2,0.0,8,0.5,-58859,-211360,-104289.18,26277.69849184215
sfp,0.2,0.0,8,0.6,-62548,-167561,-105851.7,23954.472549239003
sfp,0.2,0.0,8,0.7,-76629,-192636,-124552.92,23920.84688951954
sfp,0.2,0.0,8,0.8,-102803,-166321,-133906.9,16762.333129029845
sfp,0.2,0.0,8,0.9,-105659,-200993,-147173.82,19256.375284289297
sfp,0.2,0.0,8,1.0,-96887,-181315,-138375,19430.83350066621
sfp,0.2,0.0,9,0.0,-95725,-171297,-129354.78,18740.44986532324
sfp,0.2,0.0,9,0.1,-84837,-205951,-142184.84,28482.221403821834
sfp,0.2,0.0,9,0.2,-72069,-217481,-133819.8,25343.54570010008
sfp,0.2,0.0,9,0.3,-66068,-207254,-124176.82,29577.72434547213
sfp,0.2,0.0,9,0.4,-51305,-176364,-110835.74,29837.045254221288
sfp,0.2,0.0,9,0.5,-48162,-193051,-104708.48,30063.515156428668
sfp,0.2,0.0,9,0.6,-54085,-193930,-111272.78,28801.356760339026
sfp,0.2,0.0,9,0.7,-65300,-183623,-122553.76,26815.518350966486
sfp,0.2,0.0,9,0.8,-101477,-197199,-139558.3,21103.54921716308
sfp,0.2,0.0,9,0.9,-109820,-238151,-150987.76,24010.068210053643
sfp,0.2,0.0,9,1.0,-100506,-184061,-142007.64,20069.77742752032
sfp,0.2,0.0,10,0.0,-93383,-168214,-134997.52,16235.889307384201
sfp,0.2,0.0,10,0.1,-100194,-236225,-151899.24,28570.19696528363
sfp,0.2,0.0,10,0.2,-85843,-186049,-132819.62,21501.511538598625
sfp,0.2,0.0,10,0.3,-61470,-190789,-123933.54,29884.096106976707
sfp,0.2,0.0,10,0.4,-60710,-204684,-117446.9,33974.053082117396
sfp,0.2,0.0,10,0.5,-54229,-193107,-111162.02,36974.617683436925
sfp,0.2,0.0,10,0.6,-57701,-182676,-116033.32,32320.274465545048
sfp,0.2,0.0,10,0.7,-58443,-185035,-121237.86,25471.6350460424
sfp,0.2,0.0,10,0.8,-100663,-189332,-139800.58,20408.342927952235
sfp,0.2,0.0,10,0.9,-119816,-242888,-158697.12,22448.354986901806
sfp,0.2,0.0,10,1.0,-109568,-187554,-143031.38,17161.85083364631
sfp,0.2,0.0,11,0.0,-97761,-165928,-135914.38,18346.765419071802
sfp,0.2,0.0,11,0.1,-97837,-189624,-143063.4,25050.887886826833
sfp,0.2,0.0,11,0.2,-77642,-192691,-135594.84,24915.7142696274
sfp,0.2,0.0,11,0.3,-52443,-212751,-128784.72,33417.307520505
sfp,0.2,0.0,11,0.4,-49386,-203669,-122447.52,28418.766278382074
sfp,0.2,0.0,11,0.5,-49321,-189098,-115547.92,33556.29987437196
sfp,0.2,0.0,11,0.6,-59546,-226998,-118465.66,38900.55206817214
sfp,0.2,0.0,11,0.7,-71922,-181671,-124978.48,26610.03392787106
sfp,0.2,0.0,11,0.8,-111910,-204088,-146532.4,19419.582798856227
sfp,0.2,0.0,11,0.9,-112208,-229558,-158613.44,20743.868327537275
sfp,0.2,0.0,11,1.0,-101665,-191598,-146661.6,18927.154860201277
sfp,0.2,0.0,12,0.0,-104128,-191785,-141240.62,20252.48657133343
sfp,0.2,0.0,12,0.1,-111281,-238105,-155281.44,20373.92622853323
sfp,0.2,0.0,12,0.2,-76502,-195713,-144078.66,24072.61034709068
sfp,0.2,0.0,12,0.3,-62092,-250013,-144208.9,31580.853561024236
sfp,0.2,0.0,12,0.4,-55337,-189212,-116630.54,29096.18546722689
sfp,0.2,0.0,12,0.5,-55471,-185739,-115121.54,33336.03948368118
sfp,0.2,0.0,12,0.6,-49518,-197498,-114257.86,29998.896296710922
sfp,0.2,0.0,12,0.7,-76426,-184092,-125913.36,27094.8769114633
sfp,0.2,0.0,12,0.8,-94611,-194691,-147904.52,20521.27282148643
sfp,0.2,0.0,12,0.9,-114385,-195921,-152097.72,18528.888785739033
sfp,0.2,0.0,12,1.0,-117155,-195716,-150532.44,19492.82253272329
sfp,0.2,0.0,13,0.0,-108728,-203012,-152890.94,20580.5082525943
sfp,0.2,0.0,13,0.1,-109013,-189868,-151364.92,17338.589245203242
sfp,0.2,0.0,13,0.2,-94046,-200688,-146850.86,23963.546983725602
sfp,0.2,0.0,13,0.3,-65106,-205921,-133041.58,31459.571114978145
sfp,0.2,0.0,13,0.4,-79943,-183985,-121890.8,28346.555755217836
sfp,0.2,0.0,13,0.5,-64732,-185250,-126299.88,32765.027938673284
sfp,0.2,0.0,13,0.6,-57088,-199596,-124665.94,30963.504652142743
sfp,0.2,0.0,13,0.7,-79066,-194533,-131352.88,24295.448596721122
sfp,0.2,0.0,13,0.8,-84433,-187620,-141618.82,22932.568210343143
sfp,0.2,0.0,13,0.9,-131556,-203731,-167397.08,18341.21286003581
sfp,0.2,0.0,13,1.0,-115795,-202994,-160158.78,20590.567206597
sfp,0.2,0.0,14,0.0,-115022,-204931,-157882.16,24093.265029252383
sfp,0.2,0.0,14,0.1,-113662,-195989,-154895.58,21819.17558917909
sfp,0.2,0.0,14,0.2,-90036,-213681,-151438.04,23999.244795907172
sfp,0.2,0.0,14,0.3,-72170,-209601,-136883.38,30973.214378463945
sfp,0.2,0.0,14,0.4,-62829,-207914,-125461.16,29782.78563564489
sfp,0.2,0.0,14,0.5,-54641,-191180,-118983.54,35081.16597974428
sfp,0.2,0.0,14,0.6,-72297,-181644,-129816.38,29074.427511088692
sfp,0.2,0.0,14,0.7,-62706,-210013,-134162.74,32374.069098465905
sfp,0.2,0.0,14,0.8,-90268,-189395,-149763.04,20256.035745446745
sfp,0.2,0.0,14,0.9,-121639,-217482,-162980.06,21570.13676776297
sfp,0.2,0.0,14,1.0,-128179,-211338,-169858.26,20028.374854150483
sfp,0.2,0.0,15,0.0,-131599,-212262,-167398.44,19522.34067720197
sfp,0.2,0.0,15,0.1,-126925,-233658,-165559.72,24873.28051039049
sfp,0.2,0.0,15,0.2,-98642,-198698,-154025.94,24262.15072015989
sfp,0.2,0.0,15,0.3,-69796,-210772,-135820.38,30450.981679755685
sfp,0.2,0.0,15,0.4,-74865,-228051,-134083.56,35130.495849896455
sfp,0.2,0.0,15,0.5,-66723,-197570,-127898.34,33750.58483581569
sfp,0.2,0.0,15,0.6,-58782,-206806,-129749.4,29486.052162377535
sfp,0.2,0.0,15,0.7,-89759,-194357,-144116.02,26922.64319246867
sfp,0.2,0.0,15,0.8,-107226,-211267,-162418.18,24506.329027324966
sfp,0.2,0.0,15,0.9,-134701,-205274,-170737.82,15517.851406462856
sfp,0.2,0.0,15,1.0,-119518,-222756,-170468.04,19985.61300695261
sfp,0.2,0.0,16,0.0,-140658,-226361,-182169.78,22360.47900648803
sfp,0.2,0.0,16,0.1,-128721,-246528,-177845.86,22195.945091169335
sfp,0.2,0.0,16,0.2,-118069,-225041,-166160.32,28262.60021721935
sfp,0.2,0.0,16,0.3,-69967,-210857,-150343.68,31060.82711452429
sfp,0.2,0.0,16,0.4,-68897,-200871,-147143.86,31162.157658923297
sfp,0.2,0.0,16,0.5,-53325,-205065,-132564.54,35904.575162511086
sfp,0.2,0.0,16,0.6,-66218,-205833,-136503.26,34928.94132951081
sfp,0.2,0.0,16,0.7,-69317,-212063,-143133.28,32446.017839394186
sfp,0.2,0.0,16,0.8,-113461,-231787,-161361.92,26524.37944557914
sfp,0.2,0.0,16,0.9,-137253,-224078,-176118.2,19229.883818511993
sfp,0.2,0.0,16,1.0,-128975,-227392,-182174.72,21056.10094828788
sfp,0.2,0.1,2,0.0,-42002,-115072,-69015.92,13499.343155358429
sfp,0.2,0.1,2,0.1,-41308,-120535,-69618.28,17192.368836367903
sfp,0.2,0.1,2,0.2,-41095,-102924,-69483.26,15503.757500854628
sfp,0.2,0.1,2,0.3,-33552,-96322,-56225.52,15303.081649425372
sfp,0.2,0.1,2,0.4,-28437,-92670,-59249.24,16602.251737567138
sfp,0.2,0.1,2,0.5,-24990,-93378,-61471.46,13610.529509125481
sfp,0.2,0.1,2,0.6,-34511,-106727,-65364.26,17118.11096507594
sfp,0.2,0.1,2,0.7,-44406,-118222,-71870.84,16202.454412658772
sfp,0.2,0.1,2,0.8,-56127,-122038,-88408.62,13721.423429596716
sfp,0.2,0.1,2,0.9,-57391,-126835,-93155.48,17398.505334865604
sfp,0.2,0.1,2,1.0,-47287,-142936,-79027.72,16444.157664889834
sfp,0.2,0.1,3,0.0,-50697,-113881,-80693.96,13236.915577216898
sfp,0.2,0.1,3,0.1,-66538,-140850,-91338.38,18498.370213803668
sfp,0.2,0.1,3,0.2,-46677,-136589,-86174.1,20305.31026880025
sfp,0.2,0.1,3,0.3,-37241,-119151,-78245.62,18979.28617707812
sfp,0.2,0.1,3,0.4,-38864,-106214,-70135.6,16631.97588247115
sfp,0.2,0.1,3,0.5,-36840,-137746,-74011.32,23118.804625760426
sfp,0.2,0.1,3,0.6,-40761,-105164,-71746.22,17178.22016307337
sfp,0.2,0.1,3,0.7,-52578,-126870,-82851.58,16999.810117895137
sfp,0.2,0.1,3,0.8,-55202,-134089,-98101.48,15840.63598527405
sfp,0.2,0.1,3,0.9,-73407,-152105,-106396.38,20090.32267991894
sfp,0.2,0.1,3,1.0,-68710,-135984,-98254.22,17638.384079915377
sfp,0.2,0.1,4,0.0,-71561,-115074,-92398.9,9614.536341989071
sfp,0.2,0.1,4,0.1,-68042,-156410,-99240.9,18753.146162438876
sfp,0.2,0.1,4,0.2,-67425,-139016,-97613.76,18699.149698620753
sfp,0.2,0.1,4,0.3,-37470,-154598,-84266.52,24372.67149840123
sfp,0.2,0.1,4,0.4,-36484,-150715,-81584.88,24039.072884971658
sfp,0.2,0.1,4,0.5,-43975,-136922,-79357.24,22753.909510738085
sfp,0.2,0.1,4,0.6,-38333,-147960,-85414.64,19651.396676499684
sfp,0.2,0.1,4,0.7,-47022,-143456,-90209.4,20165.186781142576
sfp,0.2,0.1,4,0.8,-71650,-154282,-102875.68,18059.742058003838
sfp,0.2,0.1,4,0.9,-79381,-154594,-117449.32,19567.714144331876
sfp,0.2,0.1,4,1.0,-75289,-146873,-108240.88,14822.578111207818
sfp,0.2,0.1,5,0.0,-63643,-142536,-102291.02,17147.336086901163
sfp,0.2,0.1,5,0.1,-69963,-171960,-108890.76,22553.132207970673
sfp,0.2,0.1,5,0.2,-56938,-164835,-105881.22,22868.516384857365
sfp,0.2,0.1,5,0.3,-56266,-165380,-101894.24,26986.114631046836
sfp,0.2,0.1,5,0.4,-44625,-156778,-87789.9,24603.121045791682
sfp,0.2,0.1,5,0.5,-38591,-151709,-88663.32,27126.161433191977
sfp,0.2,0.1,5,0.6,-40663,-156500,-92255.76,26999.798128920316
sfp,0.2,0.1,5,0.7,-75241,-129850,-97497.94,14767.65681247436
sfp,0.2,0.1,5,0.8,-67471,-146440,-110967.62,15473.976659830516
sfp,0.2,0.1,5,0.9,-90598,-177433,-124082.6,18952.509357306106
sfp,0.2,0.1,5,1.0,-73266,-180340,-112364.82,21019.344914635378
sfp,0.2,0.1,6,0.0,-78726,-157585,-111694.18,16327.904109211073
sfp,0.2,0.1,6,0.1,-70825,-179198,-118161.68,22031.86839552086
sfp,0.2,0.1,6,0.2,-54216,-156549,-111740.88,21497.838184281485
sfp,0.2,0.1,6,0.3,-53945,-141917,-97389.9,22483.350496783714
sfp,0.2,0.1,6,0.4,-40993,-151891,-93398.32,25396.48157974258
sfp,0.2,0.1,6,0.5,-32921,-129407,-86738.52,23639.556074460263
sfp,0.2,0.1,6,0.6,-56295,-146737,-87222.86,18835.48656670408
sfp,0.2,0.1,6,0.7,-64013,-146977,-101952.78,17233.977341038502
sfp,0.2,0.1,6,0.8,-73048,-151132,-114883.78,17458.988184313544
sfp,0.2,0.1,6,0.9,-86220,-163598,-127048.08,17706.783148354676
sfp,0.2,0.1,6,1.0,-83934,-168493,-120834.58,18435.479489388756
sfp,0.2,0.1,7,0.0,-80467,-162977,-112342.08,18090.79640606555
sfp,0.2,0.1,7,0.1,-90070,-199094,-120578.24,21298.847644941943
sfp,0.2,0.1,7,0.2,-82429,-163788,-119699.78,20831.85710836327
sfp,0.2,0.1,7,0.3,-40330,-150120,-101236.84,22972.85412986024
sfp,0.2,0.1,7,0.4,-43721,-187270,-95358.88,29090.29474643194
sfp,0.2,0.1,7,0.5,-55617,-157885,-94397.74,22553.65240325697
sfp,0.2,0.1,7,0.6,-61510,-160760,-101597.18,23945.321226502856
sfp,0.2,0.1,7,0.7,-69041,-162972,-108555.94,23236.794065122194
sfp,0.2,0.1,7,0.8,-83029,-193181,-126461.78,24445.2772554019
sfp,0.2,0.1,7,0.9,-93733,-169779,-133784.1,18939.891190181595
sfp,0.2,0.1,7,1.0,-85200,-178590,-127676.42,19501.140379098502
sfp,0.2,0.1,8,0.0,-78650,-170267,-116426.68,17747.210313046675
sfp,0.2,0.1,8,0.1,-96550,-183479,-124589.52,18715.081543863744
sfp,0.2,0.1,8,0.2,-82224,-183377,-124655.84,25009.35917820546
sfp,0.2,0.1,8,0.3,-50706,-174161,-105897.3,27964.812190081495
sfp,0.2,0.1,8,0.4,-42317,-175674,-93070,31064.476872256175
sfp,0.2,0.1,8,0.5,-44012,-186791,-99172.36,30824.198473621735
sfp,0.2,0.1,8,0.6,-50971,-150890,-99131.02,21901.59114198355
sfp,0.2,0.1,8,0.7,-78447,-192800,-116442.94,23083.867330122433
sfp,0.2,0.1,8,0.8,-95922,-192158,-126721.34,18191.471846534718
sfp,0.2,0.1,8,0.9,-86822,-172499,-137687.36,20925.49213988351
sfp,0.2,0.1,8,1.0,-99552,-186111,-131979.84,20596.882672157266
sfp,0.2,0.1,9,0.0,-82715,-167724,-120251.72,17958.872747724996
sfp,0.2,0.1,9,0.1,-78167,-187792,-130602.54,22958.72735683113
sfp,0.2,0.1,9,0.2,-77361,-154219,-121530.16,18088.53894141542
sfp,0.2,0.1,9,0.3,-55484,-175507,-117172.34,27101.959424313638
sfp,0.2,0.1,9,0.4,-45064,-157211,-104789.2,24871.792820012648
sfp,0.2,0.1,9,0.5,-46419,-166728,-102221.78,28987.389206899006
sfp,0.2,0.1,9,0.6,-45115,-154750,-96822.82,27115.27857860786
sfp,0.2,0.1,9,0.7,-56423,-152462,-110867.9,21123.876892014392
sfp,0.2,0.1,9,0.8,-86565,-188089,-129566.74,20490.965334985853
sfp,0.2,0.1,9,0.9,-95897,-177967,-140966.04,21494.746405081765
sfp,0.2,0.1,9,1.0,-97269,-190608,-129486.94,19347.29198728402
sfp,0.2,0.1,10,0.0,-92838,-169377,-125800.36,17963.036437969968
sfp,0.2,0.1,10,0.1,-89921,-187790,-132008.14,21951.254657099133
sfp,0.2,0.1,10,0.2,-62929,-175832,-123113,21713.9381316166
sfp,0.2,0.1,10,0.3,-56668,-191056,-119889.32,29050.22123449426
sfp,0.2,0.1,10,0.4,-44068,-156238,-104210.32,25532.409918024598
sfp,0.2,0.1,10,0.5,-59083,-171873,-106081.74,29426.643508145986
sfp,0.2,0.1,10,0.6,-51021,-165677,-106676.66,24146.799163052983
sfp,0.2,0.1,10,0.7,-66437,-196778,-120831.48,23549.37852054006
sfp,0.2,0.1,10,0.8,-82577,-194970,-133105.16,19810.217339421142
sfp,0.2,0.1,10,0.9,-108269,-186672,-142697.98,16158.532776505042
sfp,0.2,0.1,10,1.0,-97757,-183567,-137367.8,18813.0372739063
sfp,0.2,0.1,11,0.0,-83762,-173729,-129606.92,17719.627004458725
sfp,0.2,0.1,11,0.1,-93189,-212845,-140665.34,24551.165646386864
sfp,0.2,0.1,11,0.2,-90495,-219778,-135266.86,24198.11372140146
sfp,0.2,0.1,11,0.3,-52380,-179040,-115398.5,26688.990430015696
sfp,0.2,0.1,11,0.4,-57960,-180060,-113332.92,31639.180308688694
sfp,0.2,0.1,11,0.5,-45615,-182604,-107816.36,29723.178783060805
sfp,0.2,0.1,11,0.6,-55186,-186155,-106093.18,33768.47903344545
sfp,0.2,0.1,11,0.7,-57680,-174678,-121010.78,26169.19779270808
sfp,0.2,0.1,11,0.8,-99336,-189291,-136598.96,21202.564007406352
sfp,0.2,0.1,11,0.9,-104302,-198209,-151512.46,20007.33297834898
sfp,0.2,0.1,11,1.0,-90159,-179029,-140874.44,19168.811994274365
sfp,0.2,0.1,12,0.0,-105102,-182276,-140610.26,20165.762825114638
sfp,0.2,0.1,12,0.1,-92623,-200631,-141174.94,24744.154271022544
sfp,0.2,0.1,12,0.2,-91214,-202000,-139417.36,25074.625696646774
sfp,0.2,0.1,12,0.3,-52655,-164862,-118866.1,27959.632729661364
sfp,0.2,0.1,12,0.4,-67951,-186307,-107202.4,27863.007275758653
sfp,0.2,0.1,12,0.5,-53620,-165522,-106463.46,29569.209723664255
sfp,0.2,0.1,12,0.6,-59003,-186376,-109172.56,28197.211679460906
sfp,0.2,0.1,12,0.7,-64256,-190796,-124749.46,29918.745904505544
sfp,0.2,0.1,12,0.8,-98519,-212233,-140457,23060.598593926483
sfp,0.2,0.1,12,0.9,-111590,-204916,-156262.28,17975.306598435396
sfp,0.2,0.1,12,1.0,-117303,-193548,-149565.18,15745.098284461325
sfp,0.2,0.1,13,0.0,-109670,-194082,-145818.48,20482.938021919508
sfp,0.2,0.1,13,0.1,-99049,-190546,-145031.12,19619.343423077466
sfp,0.2,0.1,13,0.2,-82972,-178310,-137826.64,23285.632432599345
sfp,0.2,0.1,13,0.3,-70084,-169751,-122162.42,25800.656349102628
sfp,0.2,0.1,13,0.4,-61721,-180652,-117895.98,28165.735563196613
sfp,0.2,0.1,13,0.5,-53644,-183974,-113765.96,33826.48230757212
sfp,0.2,0.1,13,0.6,-50831,-186721,-104732.38,31928.629726306637
sfp,0.2,0.1,13,0.7,-68972,-224846,-130296.32,30444.5738353809
sfp,0.2,0.1,13,0.8,-76950,-203797,-138547.88,22458.801693222864
sfp,0.2,0.1,13,0.9,-112184,-185562,-151588.68,17242.758088767445
sfp,0.2,0.1,13,1.0,-93620,-186421,-149945.14,21948.38439966619
sfp,0.2,0.1,14,0.0,-113449,-175179,-147807.76,15693.834334046278
sfp,0.2,0.1,14,0.1,-103787,-181396,-148934.1,17510.56384510417
sfp,0.2,0.1,14,0.2,-95501,-208033,-144704.44,24739.305848872995
sfp,0.2,0.1,14,0.3,-76337,-175782,-126570.76,27899.215980177138
sfp,0.2,0.1,14,0.4,-67320,-179184,-127178.3,31540.74783206832
sfp,0.2,0.1,14,0.5,-64620,-188507,-118718.1,30557.094904958034
sfp,0.2,0.1,14,0.6,-57499,-199415,-120221.48,30873.93650700162
sfp,0.2,0.1,14,0.7,-73189,-200956,-125925.4,29749.404084582184
sfp,0.2,0.1,14,0.8,-93697,-192308,-139455.94,20620.78910821082
sfp,0.2,0.1,14,0.9,-118934,-203865,-152470.34,16168.934745381594
sfp,0.2,0.1,14,1.0,-126113,-188233,-160982.02,14868.306207816267
sfp,0.2,0.1,15,0.0,-110421,-188014,-156063.34,18510.387074762944
sfp,0.2,0.1,15,0.1,-126403,-224284,-159638.36,19762.192834370813
sfp,0.2,0.1,15,0.2,-96629,-187084,-148101.8,22417.974602209408
sfp,0.2,0.1,15,0.3,-82537,-192349,-139892.86,27459.236315324146
sfp,0.2,0.1,15,0.4,-66397,-194938,-127049.02,35750.31384391426
sfp,0.2,0.1,15,0.5,-48039,-168350,-111823.02,33549.254083067244
sfp,0.2,0.1,15,0.6,-81863,-196252,-126861.56,27245.6488540082
sfp,0.2,0.1,15,0.7,-80930,-199937,-140687.66,27062.375893562814
sfp,0.2,0.1,15,0.8,-86424,-202455,-150298.48,27128.512958065327
sfp,0.2,0.1,15,0.9,-122167,-205542,-164020.26,19432.831785839517
sfp,0.2,0.1,15,1.0,-130097,-203163,-164063.82,16449.658390708923
sfp,0.2,0.1,16,0.0,-123154,-214618,-164132.24,22026.29309281551
sfp,0.2,0.1,16,0.1,-118074,-200159,-162446.22,20101.604055489537
sfp,0.2,0.1,16,0.2,-108394,-200409,-149653.54,21155.511913803977
sfp,0.2,0.1,16,0.3,-90537,-209823,-145148.52,29430.595280782625
sfp,0.2,0.1,16,0.4,-58923,-187278,-128650.84,33278.57136256094
sfp,0.2,0.1,16,0.5,-60813,-202352,-125218.12,36254.23661528035
sfp,0.2,0.1,16,0.6,-55232,-203516,-121532.48,36292.258218265015
sfp,0.2,0.1,16,0.7,-67060,-205475,-129176.58,30755.53550248296
sfp,0.2,0.1,16,0.8,-107917,-206511,-150573.4,20427.10376146439
sfp,0.2,0.1,16,0.9,-119461,-209556,-166452.74,20133.559541943385
sfp,0.2,0.1,16,1.0,-130913,-207855,-170240.36,17201.31618808424
sfp,0.2,0.2,2,0.0,-49064,-92173,-67065.8,10432.932827721796
sfp,0.2,0.2,2,0.1,-43191,-119388,-71152.46,17343.035571228527
sfp,0.2,0.2,2,0.2,-35933,-102258,-63817.14,14770.97392227923
sfp,0.2,0.2,2,0.3,-34463,-115206,-59488.7,16782.921782610574
sfp,0.2,0.2,2,0.4,-24824,-100442,-55457.1,17209.79036413724
sfp,0.2,0.2,2,0.5,-27960,-85705,-53339.1,13210.253865610515
sfp,0.2,0.2,2,0.6,-34889,-95837,-63640.24,15328.069157740965
sfp,0.2,0.2,2,0.7,-53629,-109333,-73090.26,14275.295620528123
sfp,0.2,0.2,2,0.8,-53056,-118705,-84995.04,17229.458960745113
sfp,0.2,0.2,2,0.9,-56854,-116434,-88555.66,14641.109606675782
sfp,0.2,0.2,2,1.0,-55566,-139348,-83550.22,15142.199031912136
sfp,0.2,0.2,3,0.0,-59725,-114375,-80860.32,11601.380757795469
sfp,0.2,0.2,3,0.1,-60506,-157363,-88686.4,17307.049796341988
sfp,0.2,0.2,3,0.2,-49826,-134151,-82590.68,21536.731927095898
sfp,0.2,0.2,3,0.3,-35266,-126040,-77935.54,20245.017273806774
sfp,0.2,0.2,3,0.4,-39820,-118331,-70742.16,19778.755565732128
sfp,0.2,0.2,3,0.5,-34084,-116420,-71130.54,20596.200125275733
sfp,0.2,0.2,3,0.6,-43617,-111870,-71905.82,14723.213737593336
sfp,0.2,0.2,3,0.7,-50308,-138492,-83645.12,20220.14710542181
sfp,0.2,0.2,3,0.8,-68408,-130932,-97434.02,15135.310846763712
sfp,0.2,0.2,3,0.9,-66450,-152341,-108299.44,17805.736254296004
sfp,0.2,0.2,3,1.0,-67976,-137509,-96625.34,14090.336799627565
sfp,0.2,0.2,4,0.0,-64475,-112492,-90511.78,13154.437963451182
sfp,0.2,0.2,4,0.1,-61293,-176615,-99274.54,22694.1452642279
sfp,0.2,0.2,4,0.2,-57245,-165564,-98198.86,26492.773059227966
sfp,0.2,0.2,4,0.3,-49025,-147010,-82211.48,23276.65303912213
sfp,0.2,0.2,4,0.4,-39990,-128833,-78161.56,22048.443769563233
sfp,0.2,0.2,4,0.5,-30578,-134485,-74800.04,21516.480275057507
sfp,0.2,0.2,4,0.6,-50282,-126386,-81015.88,17623.123702866375
sfp,0.2,0.2,4,0.7,-53504,-133105,-89586.2,20294.65404524863
sfp,0.2,0.2,4,0.8,-76853,-165014,-110376.02,17019.759796489612
sfp,0.2,0.2,4,0.9,-69572,-148995,-118057.6,18566.14787890112
sfp,0.2,0.2,4,1.0,-78578,-140195,-104583,14257.750851622382
sfp,0.2,0.2,5,0.0,-63198,-134338,-98200.76,16226.145342499505
sfp,0.2,0.2,5,0.1,-67671,-162985,-111032.18,19607.641236122457
sfp,0.2,0.2,5,0.2,-69683,-151289,-106504.74,20473.465510075348
sfp,0.2,0.2,5,0.3,-40316,-166096,-101258.74,23645.01833869331
sfp,0.2,0.2,5,0.4,-54735,-138267,-91421.56,20937.65254288385
sfp,0.2,0.2,5,0.5,-32542,-145127,-80728.52,23095.736602981204
sfp,0.2,0.2,5,0.6,-37356,-186929,-87670.84,25928.888616997316
sfp,0.2,0.2,5,0.7,-60620,-128129,-94691.32,18511.88254513565
sfp,0.2,0.2,5,0.8,-68447,-162030,-109728.18,20252.252616145277
sfp,0.2,0.2,5,0.9,-66032,-156598,-117189.3,16941.150918966032
sfp,0.2,0.2,5,1.0,-75931,-159991,-115054.88,18394.97412797799
sfp,0.2,0.2,6,0.0,-73931,-154675,-105435.1,15750.0898322673
sfp,0.2,0.2,6,0.1,-71978,-180300,-113346.34,22393.126650107508
sfp,0.2,0.2,6,0.2,-70667,-172776,-106777.08,19297.455115964203
sfp,0.2,0.2,6,0.3,-51517,-176577,-104588.68,27744.90330356337
