Problem,Damage,Regeneration,Tournament_size,alpha,BestScore,WorstScore,MeanScore,StdDev
ksp,0.0,0.5,13,1.0,107,-12,60.7,37.49897957795325
ksp,0.0,0.5,14,0.0,108,-13,82.48,21.897013122192472
ksp,0.0,0.5,14,0.1,111,-16,85.3,18.8465879551451
ksp,0.0,0.5,14,0.2,113,-16,77.18,30.532478525300878
ksp,0.0,0.5,14,0.3,115,-12,79.7,24.034201820382076
ksp,0.0,0.5,14,0.4,110,-14,80.92,28.28632033982764
ksp,0.0,0.5,14,0.5,110,-15,74.56,29.66903147343082
ksp,0.0,0.5,14,0.6,103,-18,57.18,41.18930413966961
ksp,0.0,0.5,14,0.7,106,-18,71.52,29.701398304195877
ksp,0.0,0.5,14,0.8,95,-24,60.92,33.72084681920194
ksp,0.0,0.5,14,0.9,105,-18,74.48,27.870868413496716
ksp,0.0,0.5,14,1.0,102,-32,65.42,35.880237298148245
ksp,0.0,0.5,15,0.0,110,-7,77.2,26.959531274312102
ksp,0.0,0.5,15,0.1,115,-8,80.9,22.271286538537296
ksp,0.0,0.5,15,0.2,108,-7,76.9,29.16123370196138
ksp,0.0,0.5,15,0.3,115,-6,77.74,29.935856597132503
ksp,0.0,0.5,15,0.4,113,-22,73.2,31.571105363568616
ksp,0.0,0.5,15,0.5,110,-22,67.46,34.035521660375316
ksp,0.0,0.5,15,0.6,96,-19,54.16,40.26410768099721
ksp,0.0,0.5,15,0.7,113,-20,65.7,32.84549482976691
ksp,0.0,0.5,15,0.8,107,-11,67.46,31.447533240920112
ksp,0.0,0.5,15,0.9,100,-14,64.92,37.432300795665
ksp,0.0,0.5,15,1.0,115,-16,62.6,39.51181688393218
ksp,0.0,0.5,16,0.0,117,-12,67.28,36.24296694617073
ksp,0.0,0.5,16,0.1,103,-13,63.18,37.527508277942204
ksp,0.0,0.5,16,0.2,115,-18,64.66,38.10437330945258
ksp,0.0,0.5,16,0.3,110,-24,76.84,27.830654072846528
ksp,0.0,0.5,16,0.4,117,-25,60.96,39.85737839152116
ksp,0.0,0.5,16,0.5,104,-24,53.04,39.06559632626297
ksp,0.0,0.5,16,0.6,107,-13,59.58,37.66939427846063
ksp,0.0,0.5,16,0.7,109,-22,55.36,39.07907211732413
ksp,0.0,0.5,16,0.8,102,-15,58.82,37.12510015103649
ksp,0.0,0.5,16,0.9,96,-12,55.68,37.69124837520817
ksp,0.0,0.5,16,1.0,105,-16,62.14,38.80406564013727
ksp,0.0,0.6,2,0.0,132,86,115.7,8.896800617328108
ksp,0.0,0.6,2,0.1,131,95,115.78,7.324239878370886
ksp,0.0,0.6,2,0.2,130,95,116.08,7.994487896963374
ksp,0.0,0.6,2,0.3,129,101,115.6,6.493324672779149
ksp,0.0,0.6,2,0.4,128,104,115.3,6.664710597388215
ksp,0.0,0.6,2,0.5,127,76,107.22,10.410532343423625
ksp,0.0,0.6,2,0.6,122,47,91.34,13.114270152496214
ksp,0.0,0.6,2,0.7,113,64,92.6,11.36410388648648
ksp,0.0,0.6,2,0.8,125,60,93.62,13.673883941324657
ksp,0.0,0.6,2,0.9,118,66,92.2,11.490901458394402
ksp,0.0,0.6,2,1.0,118,49,90.92,13.203029955279204
ksp,0.0,0.6,3,0.0,132,80,109.7,9.517438345114783
ksp,0.0,0.6,3,0.1,130,74,110.16,10.322078575676944
ksp,0.0,0.6,3,0.2,123,76,110.68,10.01109588488326
ksp,0.0,0.6,3,0.3,128,86,108.22,9.468077407579553
ksp,0.0,0.6,3,0.4,129,96,111.72,8.21158961965542
ksp,0.0,0.6,3,0.5,122,63,101.4,11.92835756865606
ksp,0.0,0.6,3,0.6,114,55,89.9,12.83847851625125
ksp,0.0,0.6,3,0.7,115,62,89.94,12.32950666871459
ksp,0.0,0.6,3,0.8,114,-6,85.64,19.049623704034317
ksp,0.0,0.6,3,0.9,113,-12,84.78,17.789345584549494
ksp,0.0,0.6,3,1.0,109,72,88.18,10.383837519561498
ksp,0.0,0.6,4,0.0,122,88,109.08,8.01233742552123
ksp,0.0,0.6,4,0.1,124,84,106,9.777107789867813
ksp,0.0,0.6,4,0.2,127,77,105.76,10.56478555757527
ksp,0.0,0.6,4,0.3,128,81,106.5,10.38100698980831
ksp,0.0,0.6,4,0.4,124,74,106.04,10.016231724515148
ksp,0.0,0.6,4,0.5,118,76,98.66,10.5494172389584
ksp,0.0,0.6,4,0.6,119,55,88.66,14.417407279156029
ksp,0.0,0.6,4,0.7,114,61,88.76,12.099181959191814
ksp,0.0,0.6,4,0.8,111,-1,80.58,20.59927678540275
ksp,0.0,0.6,4,0.9,105,-2,84.08,18.271020882305198
ksp,0.0,0.6,4,1.0,112,63,89.64,11.502901142489122
ksp,0.0,0.6,5,0.0,127,74,104.24,10.622578955859513
ksp,0.0,0.6,5,0.1,122,81,105.16,10.154641042098808
ksp,0.0,0.6,5,0.2,126,67,100.96,13.766211222721067
ksp,0.0,0.6,5,0.3,123,84,101.24,9.848982129113233
ksp,0.0,0.6,5,0.4,124,74,102.08,10.747263534006587
ksp,0.0,0.6,5,0.5,119,61,95.2,13.07279462026668
ksp,0.0,0.6,5,0.6,110,-12,85.62,18.78980400892669
ksp,0.0,0.6,5,0.7,114,60,86.92,12.614924753267942
ksp,0.0,0.6,5,0.8,113,-6,87.3,18.495724823177216
ksp,0.0,0.6,5,0.9,111,-4,83.28,21.850176294062997
ksp,0.0,0.6,5,1.0,113,-4,80.98,28.229735372186425
ksp,0.0,0.6,6,0.0,127,70,102.28,12.740807009970213
ksp,0.0,0.6,6,0.1,128,82,103.52,10.075713374247998
ksp,0.0,0.6,6,0.2,125,78,100.64,11.239071789693202
ksp,0.0,0.6,6,0.3,121,71,99.28,10.877874942529267
ksp,0.0,0.6,6,0.4,116,74,100.2,10.937671281457698
ksp,0.0,0.6,6,0.5,115,-4,90.24,17.72414472188853
ksp,0.0,0.6,6,0.6,113,-9,78.66,22.34754243896238
ksp,0.0,0.6,6,0.7,111,-2,83.46,17.962784657537405
ksp,0.0,0.6,6,0.8,110,-14,78.04,24.69897130800126
ksp,0.0,0.6,6,0.9,112,-4,81.14,21.27469513438969
ksp,0.0,0.6,6,1.0,113,-7,82.54,18.49568068716674
ksp,0.0,0.6,7,0.0,119,76,99.98,11.072101362046347
ksp,0.0,0.6,7,0.1,115,68,98.26,11.026517203208503
ksp,0.0,0.6,7,0.2,123,69,98.42,12.64764235511335
ksp,0.0,0.6,7,0.3,118,68,96.24,11.767405692619503
ksp,0.0,0.6,7,0.4,116,63,93.64,12.26370120913498
ksp,0.0,0.6,7,0.5,111,64,89.2,12.703848043094691
ksp,0.0,0.6,7,0.6,112,-7,74.82,26.100817095662435
ksp,0.0,0.6,7,0.7,101,-4,79.3,20.040010998408324
ksp,0.0,0.6,7,0.8,116,-9,78.02,23.70523923834009
ksp,0.0,0.6,7,0.9,107,-9,80.68,20.75556478122807
ksp,0.0,0.6,7,1.0,114,-9,73.52,29.275775316943584
ksp,0.0,0.6,8,0.0,118,71,96.34,10.326526175686713
ksp,0.0,0.6,8,0.1,122,67,97.48,12.433069793490098
ksp,0.0,0.6,8,0.2,121,69,96.74,12.185320710441992
ksp,0.0,0.6,8,0.3,120,72,95.62,11.327931886109067
ksp,0.0,0.6,8,0.4,114,63,94.78,13.309947177864794
ksp,0.0,0.6,8,0.5,115,-12,84.06,18.398546970134486
ksp,0.0,0.6,8,0.6,109,-16,72.12,29.253738641236883
ksp,0.0,0.6,8,0.7,111,-4,81.7,21.387818390621426
ksp,0.0,0.6,8,0.8,114,-9,68.12,34.06275121607418
ksp,0.0,0.6,8,0.9,114,-4,78.9,24.21860475598317
ksp,0.0,0.6,8,1.0,111,-9,76.82,27.688272032816805
ksp,0.0,0.6,9,0.0,122,65,95.96,11.496157299422325
ksp,0.0,0.6,9,0.1,121,58,94.54,13.274511405743885
ksp,0.0,0.6,9,0.2,117,67,97.08,11.166348863383032
ksp,0.0,0.6,9,0.3,116,69,94.56,10.683116567361639
ksp,0.0,0.6,9,0.4,122,63,95,12.692597874994958
ksp,0.0,0.6,9,0.5,115,-9,83.16,28.17536918252232
ksp,0.0,0.6,9,0.6,108,-6,80.02,21.450931191432968
ksp,0.0,0.6,9,0.7,101,-31,68,34.81261793296992
ksp,0.0,0.6,9,0.8,112,-2,79.6,24.394713378441782
ksp,0.0,0.6,9,0.9,110,-5,73.9,24.421678225440175
ksp,0.0,0.6,9,1.0,103,-5,76.52,23.08302671767677
ksp,0.0,0.6,10,0.0,118,63,94.36,10.173515034798214
ksp,0.0,0.6,10,0.1,127,-4,90.62,18.563613740380422
ksp,0.0,0.6,10,0.2,114,58,94.18,12.874099928911217
ksp,0.0,0.6,10,0.3,119,69,92.96,11.743795582939851
ksp,0.0,0.6,10,0.4,117,-5,89.58,16.46156934517856
ksp,0.0,0.6,10,0.5,109,-8,83.32,16.995125351532
ksp,0.0,0.6,10,0.6,104,-7,74.42,28.799156733686292
ksp,0.0,0.6,10,0.7,106,-15,71.46,29.702064794576565
ksp,0.0,0.6,10,0.8,109,-7,80.48,16.641771883683884
ksp,0.0,0.6,10,0.9,104,-15,70.22,28.503698292090636
ksp,0.0,0.6,10,1.0,104,-4,78.36,19.49124345516651
ksp,0.0,0.6,11,0.0,116,65,94.6,11.030569767140548
ksp,0.0,0.6,11,0.1,120,71,96.72,11.006565758487902
ksp,0.0,0.6,11,0.2,121,65,93.16,13.029573896270259
ksp,0.0,0.6,11,0.3,114,55,89.32,13.772851141700057
ksp,0.0,0.6,11,0.4,116,-3,88.5,18.806479560762767
ksp,0.0,0.6,11,0.5,107,-9,79.64,25.05810390729058
ksp,0.0,0.6,11,0.6,108,-9,68.66,28.142936910691883
ksp,0.0,0.6,11,0.7,111,-7,73,26.3934129073517
ksp,0.0,0.6,11,0.8,109,-6,77.04,20.957644360539597
ksp,0.0,0.6,11,0.9,106,-16,69.98,29.55554438817923
ksp,0.0,0.6,11,1.0,103,-12,71.2,28.940473741944228
ksp,0.0,0.6,12,0.0,120,75,92.86,10.241990399670309
ksp,0.0,0.6,12,0.1,112,-11,86.1,22.943808911053516
ksp,0.0,0.6,12,0.2,118,45,89.78,14.8327959850695
ksp,0.0,0.6,12,0.3,110,63,89.38,11.557999261930046
ksp,0.0,0.6,12,0.4,112,-2,89.28,17.407528279923216
ksp,0.0,0.6,12,0.5,120,-6,77.84,27.013496248946318
ksp,0.0,0.6,12,0.6,112,-14,65.78,35.02086258684287
ksp,0.0,0.6,12,0.7,119,-12,73.14,30.31535611413019
ksp,0.0,0.6,12,0.8,104,-18,72.74,28.61625768827281
ksp,0.0,0.6,12,0.9,101,-24,73.4,29.53310145637693
ksp,0.0,0.6,12,1.0,100,-7,69.52,29.19689667602028
ksp,0.0,0.6,13,0.0,111,61,87.96,11.281120222273485
ksp,0.0,0.6,13,0.1,119,-4,89.84,20.35136258788766
ksp,0.0,0.6,13,0.2,118,-2,84.7,17.209691147366797
ksp,0.0,0.6,13,0.3,116,52,89.1,13.08098791750681
ksp,0.0,0.6,13,0.4,109,-9,83.22,21.940820217957548
ksp,0.0,0.6,13,0.5,110,-15,73,33.435896633311174
ksp,0.0,0.6,13,0.6,102,-13,59.5,39.708761177927904
ksp,0.0,0.6,13,0.7,109,-20,65.58,36.879334404547606
ksp,0.0,0.6,13,0.8,113,-13,66.8,34.63041013505975
ksp,0.0,0.6,13,0.9,104,-11,65.48,33.80088152455102
ksp,0.0,0.6,13,1.0,102,-19,70.58,34.08697758406173
ksp,0.0,0.6,14,0.0,118,-10,85.18,22.877392815633872
ksp,0.0,0.6,14,0.1,111,54,87.7,12.063183997737301
ksp,0.0,0.6,14,0.2,117,-19,80.26,28.931876354425324
ksp,0.0,0.6,14,0.3,108,59,86.42,13.446932735757995
ksp,0.0,0.6,14,0.4,110,-9,80.24,21.8095279683922
ksp,0.0,0.6,14,0.5,112,-13,71.44,33.565142268582804
ksp,0.0,0.6,14,0.6,107,-14,65.32,35.51052732670142
ksp,0.0,0.6,14,0.7,108,-15,71.58,29.911495298971733
ksp,0.0,0.6,14,0.8,102,-8,70.38,27.762763198359117
ksp,0.0,0.6,14,0.9,114,-17,61.3,38.314621283286
ksp,0.0,0.6,14,1.0,114,-17,64.98,37.27311774083903
ksp,0.0,0.6,15,0.0,109,-8,82.32,17.003529045465825
ksp,0.0,0.6,15,0.1,108,-18,84.86,22.195798462496345
ksp,0.0,0.6,15,0.2,105,-20,80.54,22.603241595227992
ksp,0.0,0.6,15,0.3,110,-18,79.02,26.59099893741858
ksp,0.0,0.6,15,0.4,113,-16,78.44,28.85301243424354
ksp,0.0,0.6,15,0.5,124,-13,59.26,42.25955271791654
ksp,0.0,0.6,15,0.6,103,-25,56.98,39.38117751994146
ksp,0.0,0.6,15,0.7,113,-10,68.78,30.364647811800715
ksp,0.0,0.6,15,0.8,103,-19,54.06,38.714238270925065
ksp,0.0,0.6,15,0.9,107,-22,56.48,38.51331071254218
ksp,0.0,0.6,15,1.0,117,-9,63.58,37.23838813671193
ksp,0.0,0.6,16,0.0,105,-11,70.16,32.97145333002289
ksp,0.0,0.6,16,0.1,110,-15,73.06,38.134247289366165
ksp,0.0,0.6,16,0.2,104,-18,68.46,35.765226527612384
ksp,0.0,0.6,16,0.3,102,-16,67.12,37.842660302567396
ksp,0.0,0.6,16,0.4,106,-16,73.66,32.45254620368086
ksp,0.0,0.6,16,0.5,103,-15,59.64,38.46692722061275
ksp,0.0,0.6,16,0.6,112,-13,63.44,36.47205248193331
ksp,0.0,0.6,16,0.7,108,-19,69.32,32.17137782284757
ksp,0.0,0.6,16,0.8,106,-14,61.1,37.98616826677622
ksp,0.0,0.6,16,0.9,106,-19,58.62,42.04753869376996
ksp,0.0,0.6,16,1.0,112,-21,58.28,38.27933848830255
ksp,0.0,0.7,2,0.0,132,90,113.92,8.213577609230775
ksp,0.0,0.7,2,0.1,128,94,115.1,8.917421609594632
ksp,0.0,0.7,2,0.2,132,96,114.68,8.505556407191618
ksp,0.0,0.7,2,0.3,130,100,114.9,7.149282824029218
ksp,0.0,0.7,2,0.4,129,89,114.44,9.109671917746521
ksp,0.0,0.7,2,0.5,124,85,104.92,9.384833618174396
ksp,0.0,0.7,2,0.6,116,62,92,13.352367366340482
ksp,0.0,0.7,2,0.7,122,63,91.28,11.374945615478874
ksp,0.0,0.7,2,0.8,120,62,91.86,11.947179668893254
ksp,0.0,0.7,2,0.9,127,59,93.06,15.032495413847528
ksp,0.0,0.7,2,1.0,121,62,94.08,12.618159896897545
ksp,0.0,0.7,3,0.0,126,88,107.52,9.969832045747218
ksp,0.0,0.7,3,0.1,128,89,110.36,8.684398396561738
ksp,0.0,0.7,3,0.2,126,89,110.08,9.593450146547159
ksp,0.0,0.7,3,0.3,125,87,108.56,9.476415407715717
ksp,0.0,0.7,3,0.4,128,87,108.26,10.181636130097868
ksp,0.0,0.7,3,0.5,116,81,101.34,8.568118408450276
ksp,0.0,0.7,3,0.6,105,70,89.32,9.232683736573664
ksp,0.0,0.7,3,0.7,113,52,90.16,14.321897035444625
ksp,0.0,0.7,3,0.8,112,-1,84.74,16.46370157005268
ksp,0.0,0.7,3,0.9,112,48,87.3,13.943398701426377
ksp,0.0,0.7,3,1.0,112,60,90.14,11.695123700386711
ksp,0.0,0.7,4,0.0,125,80,107.7,10.014784988572991
ksp,0.0,0.7,4,0.1,126,74,108.96,10.18394093959821
ksp,0.0,0.7,4,0.2,124,87,106.98,9.9395930602858
ksp,0.0,0.7,4,0.3,122,77,104.5,10.835033880135008
ksp,0.0,0.7,4,0.4,126,80,104.94,11.150931140766787
ksp,0.0,0.7,4,0.5,123,73,97,11.360511629754882
ksp,0.0,0.7,4,0.6,108,63,87.56,11.1833695772804
ksp,0.0,0.7,4,0.7,115,-3,83.9,19.143123665522026
ksp,0.0,0.7,4,0.8,111,42,86.46,13.004253621215558
ksp,0.0,0.7,4,0.9,119,57,87.76,11.929315631190727
ksp,0.0,0.7,4,1.0,113,56,86.38,12.943976615099585
ksp,0.0,0.7,5,0.0,122,81,105.26,9.932034339572581
ksp,0.0,0.7,5,0.1,125,75,102.52,11.697269871597372
ksp,0.0,0.7,5,0.2,126,84,103.4,8.580947095817832
ksp,0.0,0.7,5,0.3,126,70,102.44,10.978940880483092
ksp,0.0,0.7,5,0.4,120,64,100.76,10.843148876180775
ksp,0.0,0.7,5,0.5,120,60,91.42,13.130568789458204
ksp,0.0,0.7,5,0.6,115,58,83.38,13.16595795905455
ksp,0.0,0.7,5,0.7,112,-1,81.3,20.85053711440508
ksp,0.0,0.7,5,0.8,109,60,84.66,12.71767210119326
ksp,0.0,0.7,5,0.9,108,-5,82.58,17.945598061806642
ksp,0.0,0.7,5,1.0,112,62,83.42,10.166150315871684
ksp,0.0,0.7,6,0.0,121,67,100.44,11.535499776864494
ksp,0.0,0.7,6,0.1,124,78,104.34,9.334181205414335
ksp,0.0,0.7,6,0.2,117,65,100.2,11.930068340635978
ksp,0.0,0.7,6,0.3,116,60,98.4,11.047208530960688
ksp,0.0,0.7,6,0.4,121,73,100.88,10.78290408044898
ksp,0.0,0.7,6,0.5,121,69,93.62,11.92645832438387
ksp,0.0,0.7,6,0.6,105,55,82.72,11.738720161091164
ksp,0.0,0.7,6,0.7,103,-3,80.88,20.096339396588053
ksp,0.0,0.7,6,0.8,109,-10,81.76,17.14352379656135
ksp,0.0,0.7,6,0.9,105,59,82.32,12.007548646155714
ksp,0.0,0.7,6,1.0,110,56,83.58,13.656261178952134
ksp,0.0,0.7,7,0.0,121,65,101.08,11.107710137098282
ksp,0.0,0.7,7,0.1,123,72,99.84,13.018605210722578
ksp,0.0,0.7,7,0.2,119,70,99.24,10.8412665876497
ksp,0.0,0.7,7,0.3,116,68,97.38,9.90751106535865
ksp,0.0,0.7,7,0.4,118,63,96.22,12.403570914400877
ksp,0.0,0.7,7,0.5,112,-3,88.9,16.90097207686165
ksp,0.0,0.7,7,0.6,117,-18,76.56,27.953430660909685
ksp,0.0,0.7,7,0.7,110,-1,81.38,17.15581653015462
ksp,0.0,0.7,7,0.8,103,-11,75.92,25.17517403624257
ksp,0.0,0.7,7,0.9,110,-9,77.94,22.540132009826564
ksp,0.0,0.7,7,1.0,111,-7,73.82,31.528212179971547
ksp,0.0,0.7,8,0.0,122,62,96.8,13.317167070195906
ksp,0.0,0.7,8,0.1,118,-9,96.14,18.18275702585349
ksp,0.0,0.7,8,0.2,120,71,97.5,10.867006797397979
ksp,0.0,0.7,8,0.3,122,70,97.32,10.861728354969243
ksp,0.0,0.7,8,0.4,117,65,96.3,11.952712953082054
ksp,0.0,0.7,8,0.5,111,-5,87.84,16.80058308026048
ksp,0.0,0.7,8,0.6,118,-1,80.72,21.874446931783865
ksp,0.0,0.7,8,0.7,117,34,84.48,13.421335436459339
ksp,0.0,0.7,8,0.8,115,-5,75.78,20.437350760860593
ksp,0.0,0.7,8,0.9,114,-9,73.76,31.79369723189597
ksp,0.0,0.7,8,1.0,113,-2,78.78,20.895551718790607
ksp,0.0,0.7,9,0.0,119,-9,96.34,18.56220650149334
ksp,0.0,0.7,9,0.1,121,73,95.62,11.353125974274887
ksp,0.0,0.7,9,0.2,117,66,95.56,11.854836264459449
ksp,0.0,0.7,9,0.3,112,-6,93.22,17.699636800147704
ksp,0.0,0.7,9,0.4,121,76,96.22,10.461376972620062
ksp,0.0,0.7,9,0.5,113,57,89.72,12.254178795789771
ksp,0.0,0.7,9,0.6,116,-16,76.92,28.725186274950634
ksp,0.0,0.7,9,0.7,109,-7,72.1,27.96371555704109
ksp,0.0,0.7,9,0.8,109,-9,77.48,21.99836728635346
ksp,0.0,0.7,9,0.9,117,-16,72.4,32.53193093888287
ksp,0.0,0.7,9,1.0,120,-14,71.06,28.846115290398096
ksp,0.0,0.7,10,0.0,111,77,96.02,8.849051603743437
ksp,0.0,0.7,10,0.1,114,68,94.9,10.519660893114494
ksp,0.0,0.7,10,0.2,110,63,91.98,10.712361732015541
ksp,0.0,0.7,10,0.3,118,72,94.1,12.261188143645686
ksp,0.0,0.7,10,0.4,119,-12,91.6,17.847425927704474
ksp,0.0,0.7,10,0.5,107,-2,83.84,21.251035989152268
ksp,0.0,0.7,10,0.6,112,-13,73.8,29.914162914197398
ksp,0.0,0.7,10,0.7,111,-19,78.38,22.104473644537226
ksp,0.0,0.7,10,0.8,118,-17,76.2,28.33473385894321
ksp,0.0,0.7,10,0.9,117,-18,71.94,29.826990926928953
ksp,0.0,0.7,10,1.0,106,-8,77.22,24.12407553478813
ksp,0.0,0.7,11,0.0,118,68,93.36,11.54363505158066
ksp,0.0,0.7,11,0.1,116,62,92.22,12.334272808491212
ksp,0.0,0.7,11,0.2,114,54,91.98,12.412123763745292
ksp,0.0,0.7,11,0.3,113,65,91.36,10.51094667477673
ksp,0.0,0.7,11,0.4,117,-1,89.5,18.501240995331823
ksp,0.0,0.7,11,0.5,104,-4,77.44,23.015664585810477
ksp,0.0,0.7,11,0.6,105,-5,73.96,23.42156689716483
ksp,0.0,0.7,11,0.7,104,-19,69.92,31.987778278331138
ksp,0.0,0.7,11,0.8,106,-7,72.44,20.658703754503247
ksp,0.0,0.7,11,0.9,106,-22,64.56,33.59917394514214
ksp,0.0,0.7,11,1.0,109,-12,67.04,34.22432599476458
ksp,0.0,0.7,12,0.0,113,-1,90.96,17.541740308795603
ksp,0.0,0.7,12,0.1,117,62,88.14,13.091530210991614
ksp,0.0,0.7,12,0.2,114,67,91.6,12.160491397160238
ksp,0.0,0.7,12,0.3,116,-2,86.16,18.358515790793554
ksp,0.0,0.7,12,0.4,118,-7,86.94,22.12710038456398
ksp,0.0,0.7,12,0.5,106,-4,78.8,26.955746046028093
ksp,0.0,0.7,12,0.6,108,-18,63.2,39.62013505833639
ksp,0.0,0.7,12,0.7,111,-19,55.92,42.27260414529119
ksp,0.0,0.7,12,0.8,100,-11,64.94,32.532188141994425
ksp,0.0,0.7,12,0.9,107,-17,78.34,27.00008314424084
ksp,0.0,0.7,12,1.0,112,-11,72.88,28.89222761101211
ksp,0.0,0.7,13,0.0,119,-3,88.26,19.14265458315006
ksp,0.0,0.7,13,0.1,117,-11,86.7,18.930862395052376
ksp,0.0,0.7,13,0.2,112,-15,84.9,20.68742100299363
ksp,0.0,0.7,13,0.3,121,-2,84.72,19.037063742036672
ksp,0.0,0.7,13,0.4,106,49,84.86,11.820097033339067
ksp,0.0,0.7,13,0.5,105,-6,77.14,26.89359987591312
ksp,0.0,0.7,13,0.6,101,-7,71.72,32.60276687895163
ksp,0.0,0.7,13,0.7,103,-15,64.86,36.20463945915422
ksp,0.0,0.7,13,0.8,104,-13,72.08,28.65761287180431
ksp,0.0,0.7,13,0.9,115,-6,78.14,23.947229399627158
ksp,0.0,0.7,13,1.0,110,-12,66.5,29.80566306963172
ksp,0.0,0.7,14,0.0,111,52,87.2,13.542073515604647
ksp,0.0,0.7,14,0.1,120,-7,83.38,25.451747063245552
ksp,0.0,0.7,14,0.2,124,-8,86.4,23.678975432881813
ksp,0.0,0.7,14,0.3,111,-18,82.44,23.33269581247634
ksp,0.0,0.7,14,0.4,112,-22,85.28,19.610534445151917
ksp,0.0,0.7,14,0.5,108,-5,72.88,33.49970453722887
ksp,0.0,0.7,14,0.6,107,-8,55.32,35.86735199001329
ksp,0.0,0.7,14,0.7,105,-21,61.22,38.47887838324622
ksp,0.0,0.7,14,0.8,106,-17,56.48,41.5865166532007
ksp,0.0,0.7,14,0.9,100,-11,56.6,38.02899001594248
ksp,0.0,0.7,14,1.0,94,-5,72.34,21.81238180483736
ksp,0.0,0.7,15,0.0,108,-11,74.38,27.108165800386136
ksp,0.0,0.7,15,0.1,115,-4,81.12,21.44060614434057
ksp,0.0,0.7,15,0.2,107,-6,79.36,24.009147916439463
ksp,0.0,0.7,15,0.3,109,-14,80.78,22.666427569767368
ksp,0.0,0.7,15,0.4,109,-10,78.34,23.986058876108913
ksp,0.0,0.7,15,0.5,103,-28,61.4,37.05979723944225
ksp,0.0,0.7,15,0.6,110,-18,59.34,38.31268239960576
ksp,0.0,0.7,15,0.7,106,-12,65.02,36.13325112323404
ksp,0.0,0.7,15,0.8,102,-16,65.08,38.537466529737166
ksp,0.0,0.7,15,0.9,100,-15,62.6,32.27370193725371
ksp,0.0,0.7,15,1.0,107,-18,62.48,37.731727568534716
ksp,0.0,0.7,16,0.0,104,-21,61.04,42.99879447764335
ksp,0.0,0.7,16,0.1,107,-3,81.08,20.732346805936675
ksp,0.0,0.7,16,0.2,114,-11,75.78,33.48669550000722
ksp,0.0,0.7,16,0.3,116,-16,73.64,32.99273884245639
ksp,0.0,0.7,16,0.4,105,-15,70.46,31.712490296669017
ksp,0.0,0.7,16,0.5,108,-30,46.7,44.36870104761983
ksp,0.0,0.7,16,0.6,104,-17,53.6,42.221959660241026
ksp,0.0,0.7,16,0.7,103,-17,63.86,37.11977854437811
ksp,0.0,0.7,16,0.8,100,-29,52.2,41.649656391752146
ksp,0.0,0.7,16,0.9,113,-19,54.14,41.688352995893275
ksp,0.0,0.7,16,1.0,102,-13,62.38,36.42318727718061
ksp,0.0,0.8,2,0.0,132,93,114.58,8.689872125124765
ksp,0.0,0.8,2,0.1,130,96,115.2,7.365113574085852
ksp,0.0,0.8,2,0.2,131,106,117.28,5.959180877829929
ksp,0.0,0.8,2,0.3,131,90,114.64,9.820345394815265
ksp,0.0,0.8,2,0.4,129,91,114.34,8.92967993118843
ksp,0.0,0.8,2,0.5,126,85,107.74,8.991628759857807
ksp,0.0,0.8,2,0.6,117,68,91.84,12.625468267735334
ksp,0.0,0.8,2,0.7,120,69,93.84,12.021002029611275
ksp,0.0,0.8,2,0.8,116,58,91.7,12.08853395003813
ksp,0.0,0.8,2,0.9,129,63,91.18,14.657574485429654
ksp,0.0,0.8,2,1.0,111,57,91.6,11.091456539303813
ksp,0.0,0.8,3,0.0,128,85,111.5,9.087443680874244
ksp,0.0,0.8,3,0.1,124,92,110.1,8.466621136521212
ksp,0.0,0.8,3,0.2,126,92,110.3,9.403104133579442
ksp,0.0,0.8,3,0.3,124,91,108.96,8.09121468643867
ksp,0.0,0.8,3,0.4,133,88,111.38,10.52865865441674
ksp,0.0,0.8,3,0.5,125,77,101.56,10.33551436276188
ksp,0.0,0.8,3,0.6,111,59,88.12,12.298398767518394
ksp,0.0,0.8,3,0.7,121,71,94.58,11.252373899197757
ksp,0.0,0.8,3,0.8,114,56,91.36,13.362695560891193
ksp,0.0,0.8,3,0.9,108,70,89.82,9.900917294135231
ksp,0.0,0.8,3,1.0,117,62,90.24,11.282205602864456
ksp,0.0,0.8,4,0.0,124,91,108.38,8.556868586112563
ksp,0.0,0.8,4,0.1,131,73,107.34,11.857332184374876
ksp,0.0,0.8,4,0.2,123,81,104.92,9.229146377490329
ksp,0.0,0.8,4,0.3,123,87,104.74,8.743067224366738
ksp,0.0,0.8,4,0.4,120,77,102.7,9.94115338440389
ksp,0.0,0.8,4,0.5,120,77,96.36,9.68853730456981
ksp,0.0,0.8,4,0.6,106,51,85.84,10.936477065867459
ksp,0.0,0.8,4,0.7,103,59,85.74,11.083744302134637
ksp,0.0,0.8,4,0.8,111,-2,81.68,16.985516038732552
ksp,0.0,0.8,4,0.9,119,-3,87.74,17.496133683689976
ksp,0.0,0.8,4,1.0,113,-6,82.16,25.919309640592243
ksp,0.0,0.8,5,0.0,122,81,104.64,9.724280572518525
ksp,0.0,0.8,5,0.1,122,84,104.84,8.832592704158333
ksp,0.0,0.8,5,0.2,131,71,103.34,11.249689338114258
ksp,0.0,0.8,5,0.3,122,73,99.68,11.388214459318394
ksp,0.0,0.8,5,0.4,128,78,103.3,10.736643339707324
ksp,0.0,0.8,5,0.5,121,68,95.12,12.455045695030835
ksp,0.0,0.8,5,0.6,118,-9,80.26,24.52471473132891
