FunctionIndex,Damage,Regeneration,Tournament,Alpha,BestScore,WorstScore,MeanScore,StdDev
1,0.0,0.4,6,0.0,-1484504619699.8845,-2939096695606.568,-2241464340755.6943,322173508968.92334
1,0.0,0.4,6,0.2,-1685608689266.0554,-3827079762394.44,-2561289690358.265,518830216248.9662
1,0.0,0.4,6,0.4,-1622273483407.5044,-3650338693807.651,-2536211340413.6167,469689814697.0816
1,0.0,0.4,6,0.6,-1821362871323.5571,-4165032308947.3574,-2697920132739.266,457934796056.3803
1,0.0,0.4,6,0.8,-1882931650422.539,-4104634978773.604,-2797385880672.789,507490036079.7773
1,0.0,0.4,6,1.0,-1763300462897.8438,-4013965353123.5747,-2739506667837.7715,474056700233.4167
1,0.0,0.4,8,0.0,-1915998903035.7212,-3732800984294.119,-2639418470473.346,412545860214.6481
1,0.0,0.4,8,0.2,-1747946699374.6985,-3436819428372.304,-2657858244934.587,423244477521.56903
1,0.0,0.4,8,0.4,-1926348565826.6086,-3999969743275.103,-2732479257924.1543,476667756678.94666
1,0.0,0.4,8,0.6,-1994766536285.3662,-4383347272092.319,-2992541990999.0913,527448279365.60175
1,0.0,0.4,8,0.8,-1994844295338.6091,-3849148236427.622,-2964675033342.0728,472967159222.27484
1,0.0,0.4,8,1.0,-1819931603703.9673,-3964506699693.7046,-2847729754917.2666,501059972055.20074
1,0.0,0.4,10,0.0,-1639975010654.6453,-4093757898862.8613,-2765643213003.072,519238156641.5781
1,0.0,0.4,10,0.2,-1632256514681.6514,-4565497164734.054,-2969503875010.012,609887253460.8932
1,0.0,0.4,10,0.4,-1889458347061.6343,-4083934660531.0015,-2982725907489.0884,517275011216.1576
1,0.0,0.4,10,0.6,-1900992063834.3833,-4514363803307.531,-3032963255420.8994,537362703656.70105
1,0.0,0.4,10,0.8,-2355259397054.9766,-4427759926032.981,-3138087044031.606,476361292364.14667
1,0.0,0.4,10,1.0,-2067157343699.6553,-4048838038315.679,-3125467271931.853,501775542827.80676
1,0.0,0.4,12,0.0,-2036606757776.197,-4237327452381.456,-3092625800654.5474,499296412292.98645
1,0.0,0.4,12,0.2,-2102281213549.2097,-5216854078624.162,-3135809271200.326,647640602765.5381
1,0.0,0.4,12,0.4,-1878717190617.3647,-4167388474857.534,-3155054031032.14,533273431854.4247
1,0.0,0.4,12,0.6,-2083865155841.3494,-3929246749057.269,-3125414177450.1577,443881487488.11316
1,0.0,0.4,12,0.8,-2190237235264.2644,-4919639284919.2705,-3258271789950.5474,585815097264.5485
1,0.0,0.4,12,1.0,-2293489760410.4185,-4333422471923.588,-3451756600927.1406,482785427680.1815
1,0.0,0.4,14,0.0,-1935143065877.964,-4721550805616.267,-3228037189186.4194,594460558885.4884
1,0.0,0.4,14,0.2,-2313167046595.5566,-4380163790461.137,-3281516191558.122,525416823992.044
1,0.0,0.4,14,0.4,-2069050395130.9602,-4584717915320.705,-3163913750926.8394,514782080769.1575
1,0.0,0.4,14,0.6,-2307927572840.731,-4473461063548.511,-3122490628779.4204,546865803425.6607
1,0.0,0.4,14,0.8,-2300474198835.7593,-4669754384130.718,-3447997301780.901,488599802550.47906
1,0.0,0.4,14,1.0,-2448795437411.9214,-4577707419997.362,-3498733142496.4204,474147114172.0871
1,0.0,0.6,2,0.0,-827622199513.5403,-2370932920034.2417,-1394270151453.6812,289628238557.39545
1,0.0,0.6,2,0.2,-822603248545.7953,-2637617823865.3184,-1485478167869.3848,313759456565.05597
1,0.0,0.6,2,0.4,-1081188539365.3606,-2428992430362.7427,-1652927135476.6863,312732366847.9344
1,0.0,0.6,2,0.6,-1331608368061.2673,-2556374365268.9585,-1820213457859.5293,262068419249.9614
1,0.0,0.6,2,0.8,-1240459637423.4214,-3022270348809.8267,-1989718522696.2556,358403078104.60944
1,0.0,0.6,2,1.0,-1156720575416.5505,-2605168081642.8,-1724482512858.3298,340083237670.0515
1,0.0,0.6,4,0.0,-1123784975521.025,-2614099864067.6523,-1908808791220.91,369541042208.8181
1,0.0,0.6,4,0.2,-1198404252120.2412,-3734782526664.149,-2090342681548.8384,513607871169.0726
1,0.0,0.6,4,0.4,-1528278017750.648,-3583901868085.0747,-2275556299946.0747,426534633037.9366
1,0.0,0.6,4,0.6,-1722831388982.7834,-3444679834142.984,-2459224357744.695,381780349820.45404
1,0.0,0.6,4,0.8,-1650054383362.0698,-3693963884420.4976,-2591591439132.2456,488565360682.30566
1,0.0,0.6,4,1.0,-1484960184205.658,-3549382197773.53,-2355871913871.1313,461069950157.5206
1,0.0,0.6,6,0.0,-1491680351886.3206,-3386072846803.505,-2291295785801.6963,384114265720.5794
1,0.0,0.6,6,0.2,-1517114232077.2878,-3923849893049.487,-2528654551418.8926,552280287056.1387
1,0.0,0.6,6,0.4,-1320962278604.2615,-4339972825072.942,-2566670862165.407,590133265636.0073
1,0.0,0.6,6,0.6,-1882272438328.46,-3495388989481.522,-2696338652508.6724,378607796606.6055
1,0.0,0.6,6,0.8,-2028797687884.1316,-4067868405120.252,-2873547026841.346,482880991992.97217
1,0.0,0.6,6,1.0,-1832212586481.275,-3931013859609.9385,-2668972971138.982,470034628667.08606
1,0.0,0.6,8,0.0,-1829317532592.4995,-3776605928446.1924,-2579712979085.578,414815070028.3783
1,0.0,0.6,8,0.2,-1645813022834.3113,-4372094506113.395,-2639048218688.723,531693926290.2465
1,0.0,0.6,8,0.4,-1929037867018.0369,-4450867414152.624,-2769162556605.963,526094296643.4011
1,0.0,0.6,8,0.6,-1828555919378.4856,-4010673467845.8667,-2877059781696.956,436366964182.35944
1,0.0,0.6,8,0.8,-2066783828550.5085,-4138372669649.866,-2995222990468.8037,482852505373.7985
1,0.0,0.6,8,1.0,-1987038655712.8906,-4052274595235.5664,-2874018802419.799,524921134355.31244
1,0.0,0.6,10,0.0,-1681992682465.006,-4085571700416.285,-2693961696442.086,523648700717.9299
1,0.0,0.6,10,0.2,-1852257920853.551,-4475378124924.539,-2955928681969.282,533189798138.5428
1,0.0,0.6,10,0.4,-1771717369734.1284,-4393756278958.046,-2909339028071.4688,519517578016.7297
1,0.0,0.6,10,0.6,-2041428559898.4429,-4477172544614.355,-3004825628648.899,505894958145.857
1,0.0,0.6,10,0.8,-2241209243787.3955,-4056172685216.8276,-3114529281491.5264,444523286215.2071
1,0.0,0.6,10,1.0,-2079940579057.0964,-4283128674412.4023,-3019660079097.836,483891114993.42944
1,0.0,0.6,12,0.0,-2133656668883.2246,-3949573540535.9956,-2994161462145.5244,446600932049.246
1,0.0,0.6,12,0.2,-2101817035655.34,-4615505998165.649,-3108614162001.925,591298346063.0164
1,0.0,0.6,12,0.4,-1690941388818.666,-4476739651429.0205,-3070440015944.882,612755857754.8599
1,0.0,0.6,12,0.6,-2054058881151.719,-4360444501515.381,-3128749286454.714,574168692651.9222
1,0.0,0.6,12,0.8,-2222503841598.609,-4464514575952.085,-3272799435259.772,566594326624.4164
1,0.0,0.6,12,1.0,-2359344755910.236,-4562621387637.136,-3289724738194.831,499231910568.0152
1,0.0,0.6,14,0.0,-2506163738193.376,-4604437540291.364,-3483228946804.915,492000403638.28784
1,0.0,0.6,14,0.2,-2339643352882.795,-4717848791513.507,-3230045543770.427,547499889482.5653
1,0.0,0.6,14,0.4,-2064845790158.9666,-4075299129258.4604,-3008547638638.4976,500042715210.92035
1,0.0,0.6,14,0.6,-2170454806878.8308,-4769009775278.974,-3051025399890.4346,535942845989.0239
1,0.0,0.6,14,0.8,-2378287435403.7173,-4682897812140.518,-3429011034654.6724,494867176882.58563
1,0.0,0.6,14,1.0,-2445920393988.0063,-4677005473772.584,-3665494899237.1094,454904763974.8729
1,0.0,0.8,2,0.0,-899925723294.0353,-2331018430831.195,-1452899375451.831,302103435811.6632
1,0.0,0.8,2,0.2,-937125035654.2335,-3012738221790.712,-1546942680826.4553,420462095726.2208
1,0.0,0.8,2,0.4,-986054532594.3124,-2256947396759.267,-1599489366124.4187,307312601643.5073
1,0.0,0.8,2,0.6,-1228159226079.8777,-2700094732273.0796,-1799243080224.8394,322096101614.91565
1,0.0,0.8,2,0.8,-1111696077693.702,-2826701383196.8296,-1901705748343.3892,363740616982.35297
1,0.0,0.8,2,1.0,-1124692365050.71,-2665716376815.9316,-1707520522912.9294,286987459766.58014
1,0.0,0.8,4,0.0,-1320796955236.2659,-2747390988831.5737,-1899933112305.027,350070328170.4963
1,0.0,0.8,4,0.2,-1602058196932.1428,-3450280878090.422,-2178583376857.956,376288503268.11
1,0.0,0.8,4,0.4,-1282731466967.3638,-2853635062991.155,-2227530151681.1387,368597857142.6864
1,0.0,0.8,4,0.6,-1673131066528.477,-3376804066255.5205,-2457954408188.3184,331622991336.53925
1,0.0,0.8,4,0.8,-1583945529929.3555,-3940728610225.7783,-2545517735858.4883,444707542079.1615
1,0.0,0.8,4,1.0,-1651487867381.5112,-3851705972058.6367,-2382198438414.735,434713868721.1338
1,0.0,0.8,6,0.0,-1461032433173.2344,-3289342548361.2046,-2247866893811.1714,404435685650.5214
1,0.0,0.8,6,0.2,-1698855344130.624,-4846436465282.086,-2564756001637.1646,698173685330.2438
1,0.0,0.8,6,0.4,-1693096403210.0334,-3669875648976.5225,-2516596438133.8643,482773308144.0799
1,0.0,0.8,6,0.6,-1735767484280.8167,-3701969849592.5005,-2635267915827.314,411004079244.6388
1,0.0,0.8,6,0.8,-2043057703638.0928,-4102628294988.439,-2816890864115.0938,453795687107.85657
1,0.0,0.8,6,1.0,-1835894591348.8855,-4291373449677.0356,-2616103193134.7637,505261533637.1308
1,0.0,0.8,8,0.0,-1690540966373.8481,-3542755330767.577,-2515107142231.307,452627055205.53906
1,0.0,0.8,8,0.2,-1744048723057.4116,-4403840699977.564,-2673030411132.3384,576235606765.8704
1,0.0,0.8,8,0.4,-1778089506714.25,-4219716721815.5356,-2837434930754.7134,519489786474.7462
1,0.0,0.8,8,0.6,-1989174200425.561,-4110286858235.2085,-2786305638018.485,445514661454.5198
1,0.0,0.8,8,0.8,-1855387524058.36,-4490236709753.392,-2962285832081.1973,550749396447.9285
1,0.0,0.8,8,1.0,-1805554799871.7395,-3973027356410.3184,-2873368958296.879,495680910776.64276
1,0.0,0.8,10,0.0,-1949516894052.872,-3745347957008.133,-2818200365106.449,448919670025.69714
1,0.0,0.8,10,0.2,-1497590889439.613,-4124812388145.8726,-2884448991354.844,496758717895.4574
1,0.0,0.8,10,0.4,-2009847306254.0586,-4029912871613.575,-2933058056959.5044,450632197595.2939
1,0.0,0.8,10,0.6,-1837915476658.087,-3951228778741.917,-2941608696231.826,505041803258.3472
1,0.0,0.8,10,0.8,-2272544800893.136,-4735933162925.104,-3136376183759.961,502452076156.2979
1,0.0,0.8,10,1.0,-2113075898488.488,-4650026031404.779,-3105225824462.854,528591464064.39594
1,0.0,0.8,12,0.0,-2321511927964.823,-4456980779037.288,-3088692986862.652,527181689605.0598
1,0.0,0.8,12,0.2,-2040466330238.3513,-5082842072707.022,-3196539232842.9927,658717639053.7632
1,0.0,0.8,12,0.4,-1950833039813.2776,-4790517525267.962,-2979540680296.11,582919169857.6289
1,0.0,0.8,12,0.6,-2209037581129.346,-4579993216795.56,-3039679534475.5205,603165165790.4724
1,0.0,0.8,12,0.8,-2086296383003.6382,-5035458535914.169,-3354197923248.228,628161947856.0736
1,0.0,0.8,12,1.0,-2459570681740.9736,-4592186469046.654,-3321881872249.003,517531080835.11884
1,0.0,0.8,14,0.0,-2478514863041.611,-4498136412483.018,-3302286663250.7603,403304974204.5453
1,0.0,0.8,14,0.2,-2307988861552.4272,-4888490294124.143,-3314969698368.206,648472450069.347
1,0.0,0.8,14,0.4,-1981422406900.8232,-5217788549370.335,-3264699418109.3594,679367481232.6724
1,0.0,0.8,14,0.6,-2464027599674.201,-4901837549049.783,-3166782409344.8594,561968566155.384
1,0.0,0.8,14,0.8,-2550976400457.289,-4687779788566.074,-3353476336016.147,482202322179.64844
1,0.0,0.8,14,1.0,-2621964204055.6475,-4670989284677.345,-3588526014369.506,451115605657.703
1,0.0,1.0,2,0.0,-953002425720.8802,-1956614933696.4736,-1397741934622.2507,232072306295.08893
1,0.0,1.0,2,0.2,-1023184408002.371,-2746297979349.2114,-1632826082823.5913,442579024209.83777
1,0.0,1.0,2,0.4,-1084976239610.1208,-2222531770617.2695,-1692887100410.946,266685751530.01202
1,0.0,1.0,2,0.6,-1328424692709.5098,-2291927153800.3833,-1775345445980.5876,258605471578.42615
1,0.0,1.0,2,0.8,-1196848645953.4438,-3203777959377.133,-1991466278799.8994,407630025891.54974
1,0.0,1.0,2,1.0,-1135781105487.859,-2403256765495.489,-1833761537886.706,270442515304.04144
1,0.0,1.0,4,0.0,-1309759216019.3945,-3141471000530.196,-2048063601846.8323,412795898457.94183
1,0.0,1.0,4,0.2,-1511095518612.833,-3390900795414.3237,-2152902111505.963,429142357480.5208
1,0.0,1.0,4,0.4,-1534515603581.307,-3215261072248.7383,-2191951348572.846,369467312601.4993
1,0.0,1.0,4,0.6,-1669867316243.545,-3164158689795.0073,-2418469011138.093,327176730716.8075
1,0.0,1.0,4,0.8,-1636277013806.8152,-3596421748723.9717,-2561625992476.4424,439078906234.9663
1,0.0,1.0,4,1.0,-1451528501404.656,-4335780763822.177,-2367275484666.6567,533422413457.319
1,0.0,1.0,6,0.0,-1675607921776.978,-3094191696220.0005,-2287331417016.237,341335370637.1909
1,0.0,1.0,6,0.2,-1652767057361.3025,-3677370865163.6934,-2517934009209.5044,456210692981.6412
1,0.0,1.0,6,0.4,-1886676532730.9253,-3396078015978.2417,-2610317100687.6006,426141652987.4937
1,0.0,1.0,6,0.6,-1797033886844.5337,-3502718670136.5083,-2626174405059.051,447921476983.1142
1,0.0,1.0,6,0.8,-1950145092991.9692,-5006763854076.722,-2810492133428.5547,568588206754.9944
1,0.0,1.0,6,1.0,-1888186235184.0144,-4126863087918.006,-2756322326962.117,580474448001.3944
1,0.0,1.0,8,0.0,-1782951750032.4946,-3688245328172.325,-2532076291352.871,470718934188.19543
1,0.0,1.0,8,0.2,-1839903135757.535,-4773810254477.133,-2818782017211.9805,553831674236.6438
1,0.0,1.0,8,0.4,-2043191244049.9746,-4445732646867.737,-2871692714456.6475,479733727056.4672
1,0.0,1.0,8,0.6,-2039064676007.921,-4512686556604.911,-3011594408186.8906,589055480281.9509
1,0.0,1.0,8,0.8,-2027112079765.6196,-4154026978191.524,-3011533818482.751,467255234592.46875
1,0.0,1.0,8,1.0,-1611557826201.9297,-4308643306994.6377,-2851020207781.386,531223444528.60065
1,0.0,1.0,10,0.0,-1913886065878.4685,-3757993891490.6567,-2766403476871.591,466690701960.60834
1,0.0,1.0,10,0.2,-1940536021921.4292,-4494272833728.498,-2974533799594.6626,510991695282.0448
1,0.0,1.0,10,0.4,-1670003063488.6626,-3917294466971.4414,-2838744742846.3184,436015202113.56476
1,0.0,1.0,10,0.6,-1824701902878.878,-4229644871957.4526,-2904909072411.2026,512383228513.88684
1,0.0,1.0,10,0.8,-2243821663145.176,-4352815456312.619,-3283856186641.704,471032063668.4069
1,0.0,1.0,10,1.0,-2352452501560.122,-4478013531953.275,-3105297943107.1504,497016739762.8584
1,0.0,1.0,12,0.0,-2212073495956.47,-4175209933863.402,-2933798281496.767,474944751017.515
1,0.0,1.0,12,0.2,-1827080693339.4663,-5146643450032.459,-3141993465319.678,582432851968.4427
1,0.0,1.0,12,0.4,-2156609316359.5125,-4643465427435.26,-3056136089094.054,534756323815.1195
1,0.0,1.0,12,0.6,-2101536472374.2532,-4383163339079.9844,-2995028092197.3535,484556235381.7524
1,0.0,1.0,12,0.8,-2198753768234.5386,-4743899480286.702,-3268638079551.953,574609582246.4335
1,0.0,1.0,12,1.0,-2082371900653.651,-4560888595979.706,-3418018236950.4907,549341663649.2235
1,0.0,1.0,14,0.0,-2519226442994.41,-4926682219687.296,-3346282498742.6445,490927545213.9075
1,0.0,1.0,14,0.2,-1899591609424.2227,-4760632126011.078,-3314119847510.152,563523008096.5874
1,0.0,1.0,14,0.4,-2327370101590.6875,-4356115201147.3833,-3356533130707.903,501343079632.82605
1,0.0,1.0,14,0.6,-1665319343094.5247,-5002221938098.352,-3269583983858.7627,555185679665.458
1,0.0,1.0,14,0.8,-2498833199281.283,-4644508636619.2295,-3438973756978.529,438143096937.8961
1,0.0,1.0,14,1.0,-2097450347055.152,-4745126256562.662,-3572956591490.991,578632798605.4773
1,0.2,0.0,2,0.0,-800786073868.3577,-1858206832009.5632,-1390226898071.677,223541855131.7473
1,0.2,0.0,2,0.2,-642077012522.7919,-2086067739930.2593,-1446968432516.8872,322749788766.7453
1,0.2,0.0,2,0.4,-1213569396481.964,-2586287265695.1357,-1747028862885.005,302293759056.99396
1,0.2,0.0,2,0.6,-1079769776844.8412,-2808016175930.71,-1828319603466.0288,339976268369.5131
1,0.2,0.0,2,0.8,-1063793540057.2924,-2790199008773.6787,-1948897177940.809,358007324668.0455
1,0.2,0.0,2,1.0,-1047408770180.4669,-2751959724137.7544,-1832468868794.6692,381542730937.18066
1,0.2,0.0,4,0.0,-1216805458057.9814,-2921951998550.5127,-1970978300197.6257,329928084566.8784
1,0.2,0.0,4,0.2,-1435600563893.3196,-3081219324113.135,-2107934893381.9016,367338202441.6034
1,0.2,0.0,4,0.4,-1444686263017.6248,-3425697349813.9673,-2285543163601.4707,484084601934.6274
1,0.2,0.0,4,0.6,-1817859130184.0593,-3088820517556.58,-2345055128000.489,311622700351.0769
1,0.2,0.0,4,0.8,-1632714302526.9312,-3639127803797.3037,-2513564280603.6694,452641943635.0456
