FunctionIndex,Damage,Regeneration,Tournament,Alpha,BestScore,WorstScore,MeanScore,StdDev
1,0.8,0.2,10,0.6,-1670912822036.2266,-3580311352834.088,-2287321376231.3057,390641691107.479
1,0.8,0.2,10,0.8,-1806789929186.4795,-3550543184225.8467,-2454147234015.7,357703692799.34045
1,0.8,0.2,10,1.0,-1607240023340.6838,-3776621580011.882,-2522946995005.5522,428733330237.3421
1,0.8,0.2,12,0.0,-1677846462383.0925,-3704338005098.474,-2425074245943.6265,471084953958.6292
1,0.8,0.2,12,0.2,-1377800246640.2625,-3715660248377.8687,-2458444528740.7856,401148043798.12646
1,0.8,0.2,12,0.4,-1705909300842.664,-3362808871144.942,-2383172464592.3677,394037192447.75586
1,0.8,0.2,12,0.6,-1628795931469.9216,-3502978812267.515,-2472647988460.0776,409197165184.90015
1,0.8,0.2,12,0.8,-1803636014929.2178,-3589554306229.6455,-2588024033204.2026,413221042702.58484
1,0.8,0.2,12,1.0,-1847261688959.7026,-3672321205510.5146,-2707301883601.011,481996886668.58014
1,0.8,0.2,14,0.0,-2113386091284.979,-4073072800765.2583,-2702073132967.5806,414567780766.8176
1,0.8,0.2,14,0.2,-1786000318733.3452,-3929786085223.3257,-2723126481103.922,485606743217.043
1,0.8,0.2,14,0.4,-1513982425358.9265,-3685188154067.137,-2436043321957.6343,458945242054.54065
1,0.8,0.2,14,0.6,-1516222227397.8733,-3155612679048.497,-2379596114505.8633,381656187198.33563
1,0.8,0.2,14,0.8,-1809026724501.5479,-3657762177074.8804,-2777501007134.36,431229062482.22363
1,0.8,0.2,14,1.0,-2086848202519.4917,-3672701136055.508,-2804170797786.7256,381318594673.6986
1,0.8,0.4,2,0.0,-771564514866.6614,-1675249645739.765,-1119009151517.4277,152417926133.49768
1,0.8,0.4,2,0.2,-668975806980.4135,-1839732872020.594,-1070319823757.6879,231537282685.00906
1,0.8,0.4,2,0.4,-904251986695.4718,-1954018296468.9075,-1286223046450.8801,239124807872.92313
1,0.8,0.4,2,0.6,-911141043132.9045,-1978372887044.7385,-1344930274880.4426,251062372718.7938
1,0.8,0.4,2,0.8,-969456746365.4794,-2288663349366.3906,-1524954247989.0742,284109700273.89124
1,0.8,0.4,2,1.0,-941283070444.2474,-2099325578511.8835,-1431143172573.8926,280458431510.3614
1,0.8,0.4,4,0.0,-820356653437.0659,-2103882814236.3643,-1436517094131.9426,311858030869.3791
1,0.8,0.4,4,0.2,-989938957061.7471,-3009251592230.783,-1651618341995.539,377286731186.79553
1,0.8,0.4,4,0.4,-1055534321885.0449,-2114591804157.9375,-1565198485164.3186,262079220604.54373
1,0.8,0.4,4,0.6,-1166065641201.9814,-2409946240020.0107,-1769148930083.3918,250141573603.08466
1,0.8,0.4,4,0.8,-1144037273120.754,-2539611576834.208,-1776391786037.713,356817293200.6603
1,0.8,0.4,4,1.0,-1139452608755.0107,-2369613441659.1426,-1767480930420.624,298610239360.2217
1,0.8,0.4,6,0.0,-947532562364.0795,-2392883448543.114,-1696080049354.542,348337689243.511
1,0.8,0.4,6,0.2,-1019245083182.9869,-3027372799076.852,-1741657729737.1213,388071290632.5676
1,0.8,0.4,6,0.4,-1264551051455.3325,-2733145924373.0444,-1751290136384.797,307205473265.884
1,0.8,0.4,6,0.6,-1346598860037.2988,-2379652887910.5723,-1853354173896.515,294281495282.40533
1,0.8,0.4,6,0.8,-1295250336972.3528,-3156852442312.435,-2056342707246.1497,367239917487.29205
1,0.8,0.4,6,1.0,-1231320790223.1555,-3032213327905.7915,-1977937716984.118,375331506394.0191
1,0.8,0.4,8,0.0,-1363936851108.012,-2677603888520.737,-1880466642469.318,291536509424.6311
1,0.8,0.4,8,0.2,-1421389347470.1584,-2673874041827.6343,-1859732624286.9055,319497042149.892
1,0.8,0.4,8,0.4,-1201228189097.889,-2923730409790.7275,-1991075168427.07,397812718879.4325
1,0.8,0.4,8,0.6,-1298718973532.593,-2663156977254.9966,-1925317108078.5583,296021246512.98676
1,0.8,0.4,8,0.8,-1483989357339.8381,-3342394784425.7627,-2249853467889.5903,364075139166.5941
1,0.8,0.4,8,1.0,-1565521744557.9956,-3187454363670.63,-2179473421970.3198,375430273673.85297
1,0.8,0.4,10,0.0,-1126818706590.3376,-3344566793387.371,-1951280539507.8364,408546838699.7253
1,0.8,0.4,10,0.2,-1414343490067.6064,-2993939257208.11,-2120434807481.1597,325315865208.3669
1,0.8,0.4,10,0.4,-1191500151979.4236,-2877951562882.4575,-2056290144751.809,409529848340.7038
1,0.8,0.4,10,0.6,-1114704139121.1528,-3236344488674.478,-2095162605551.8887,429503395785.685
1,0.8,0.4,10,0.8,-1222776802200.7979,-3493976472086.647,-2230876043268.423,451940350467.05316
1,0.8,0.4,10,1.0,-1400635354433.1418,-3338284335492.4497,-2269112831504.031,408179747344.6494
1,0.8,0.4,12,0.0,-1512683922933.2173,-3137008821144.56,-2172946612950.7935,352713979281.7444
1,0.8,0.4,12,0.2,-1390078765493.3274,-2935517979888.4243,-2177892772154.9297,341992634375.5446
1,0.8,0.4,12,0.4,-1487078760512.1355,-2851040121484.5767,-2105589855342.527,339954468003.56854
1,0.8,0.4,12,0.6,-1448484710363.4683,-3156022769270.0513,-2142580981434.7742,421627172666.5077
1,0.8,0.4,12,0.8,-1459424841434.7156,-3339308257915.0854,-2286243666529.267,403332339969.2713
1,0.8,0.4,12,1.0,-1597474167878.1655,-3726272100274.015,-2446118732870.0225,407212681493.369
1,0.8,0.4,14,0.0,-1567387205558.8572,-3294254902562.957,-2395158597021.026,354260212543.65985
1,0.8,0.4,14,0.2,-1520078920706.0825,-3291655585904.747,-2419209480463.9346,403011829360.5184
1,0.8,0.4,14,0.4,-1376259558283.1104,-3354378424961.8,-2252455059678.728,451940730002.2426
1,0.8,0.4,14,0.6,-1523192594752.2976,-3115987322133.4434,-2281291455758.9565,381355988776.0342
1,0.8,0.4,14,0.8,-1843573054399.4587,-4037271842295.5713,-2423280631809.2637,385803445788.0336
1,0.8,0.4,14,1.0,-1784285738409.7805,-3648571677262.63,-2589356880421.6787,445306924523.10205
1,0.8,0.6,2,0.0,-705579534896.4152,-1524298773651.2217,-1031106931198.5498,199707998454.3289
1,0.8,0.6,2,0.2,-620686456114.9005,-1833011164624.4924,-1113543878790.6006,246489282578.03247
1,0.8,0.6,2,0.4,-877764655885.3174,-1723947428420.6143,-1220128899059.2512,192535235849.9041
1,0.8,0.6,2,0.6,-976608275385.0665,-1899112784305.9766,-1274279415923.165,206802545795.51852
1,0.8,0.6,2,0.8,-1101338919489.8992,-2031966425854.9949,-1436995944132.0596,209929821612.69006
1,0.8,0.6,2,1.0,-781161400341.212,-2184401398746.7993,-1264722270432.2043,283021205290.48145
1,0.8,0.6,4,0.0,-811565538365.9963,-1912589186352.4714,-1330369255797.5212,252898670689.90308
1,0.8,0.6,4,0.2,-1069922402154.0786,-2160145335883.7415,-1455782908984.4045,242612333034.69205
1,0.8,0.6,4,0.4,-1010986513927.5225,-2069281215031.7822,-1448349166742.531,267423510348.46628
1,0.8,0.6,4,0.6,-929811948754.0509,-2245954112781.3926,-1580630626380.2769,264517696264.34003
1,0.8,0.6,4,0.8,-1100548255439.4863,-2185467920932.061,-1686595199969.2915,292556970623.1743
1,0.8,0.6,4,1.0,-872778417367.9042,-2550097511094.311,-1614046274027.3972,352708190719.1632
1,0.8,0.6,6,0.0,-933801653721.4491,-2388317941501.096,-1607684977398.437,321309817741.7389
1,0.8,0.6,6,0.2,-827654656707.2318,-2479628043503.3784,-1611876712218.1687,294272879453.9433
1,0.8,0.6,6,0.4,-1101168831040.5508,-2299296956778.6284,-1694617322023.8223,287639676381.5815
1,0.8,0.6,6,0.6,-1146925588431.0078,-2133830761048.814,-1654024436381.6062,254116069574.82303
1,0.8,0.6,6,0.8,-1340903493004.053,-2589212375078.8945,-1844301601690.1194,291216373468.1814
1,0.8,0.6,6,1.0,-1239931173524.8462,-2754010969765.937,-1796187496144.0256,343637125761.7451
1,0.8,0.6,8,0.0,-1107796755081.3892,-2555821091364.947,-1706908737780.5012,296713574576.7543
1,0.8,0.6,8,0.2,-1071393957749.0598,-3078528349797.697,-1766130045793.3167,363134533454.8715
1,0.8,0.6,8,0.4,-1328193852120.017,-2647249228707.867,-1817348024986.8594,288815249801.7017
1,0.8,0.6,8,0.6,-1251510925721.9695,-3246486333556.4565,-1833774685212.0813,370480346462.0028
1,0.8,0.6,8,0.8,-1498208248030.9204,-2601515414798.127,-1947374433110.3948,276213359200.4843
1,0.8,0.6,8,1.0,-1289681754102.0867,-3474460595615.6855,-2046554627365.1172,434340908291.19763
1,0.8,0.6,10,0.0,-1031833870675.1812,-2354279658387.79,-1750186439180.5518,305651466231.60126
1,0.8,0.6,10,0.2,-1492418661756.5366,-3310457882497.6436,-1980052089696.2534,367792507023.01074
1,0.8,0.6,10,0.4,-1217815469183.0886,-3288615906264.9873,-1850002315092.17,444526682685.5696
1,0.8,0.6,10,0.6,-1212995171824.3918,-2569602826704.371,-1907200409249.0652,301065789849.8367
1,0.8,0.6,10,0.8,-1378238951973.0796,-3139266143047.9014,-2139989572712.6519,349206263662.0408
1,0.8,0.6,10,1.0,-1345738662391.1665,-3181299421949.5034,-1986856894429.3267,392544323717.1921
1,0.8,0.6,12,0.0,-1439897217690.1147,-2969086921398.2354,-2129608083463.0742,382454847848.9892
1,0.8,0.6,12,0.2,-1300209866038.9824,-3131695100750.8833,-2151758650130.143,369704977923.7062
1,0.8,0.6,12,0.4,-1451962611136.8826,-2575587047408.2886,-1938114055710.188,265013810461.07645
1,0.8,0.6,12,0.6,-1399822812566.186,-2970912251013.226,-2037940305115.5476,394621323390.4174
1,0.8,0.6,12,0.8,-1375534042984.014,-3300665173655.1567,-2237666643351.423,379465787909.3477
1,0.8,0.6,12,1.0,-1514325551694.1243,-3053517115981.935,-2155354684695.295,331878768899.27277
1,0.8,0.6,14,0.0,-1570533662967.681,-3086362208598.7207,-2287618970325.7583,375642141609.83026
1,0.8,0.6,14,0.2,-1609371037578.7803,-3358488253436.9727,-2156029106319.018,336842116775.70013
1,0.8,0.6,14,0.4,-1158949956991.004,-3427564044419.5234,-2045640036292.3694,476410605881.417
1,0.8,0.6,14,0.6,-1372410107735.1472,-3224441999078.2124,-2183064285427.7515,430249006954.37744
1,0.8,0.6,14,0.8,-1502962717289.3145,-3067174673718.3545,-2251282806248.2095,312878270848.3736
1,0.8,0.6,14,1.0,-1532182024231.4841,-3413323444469.422,-2375273955891.9004,390642760778.7366
1,0.8,0.8,2,0.0,-609530210324.4803,-1691812725607.4624,-1010269036352.2112,225449566312.5126
1,0.8,0.8,2,0.2,-606666321832.5895,-1584733306319.2173,-976386808545.6599,208987595187.37808
1,0.8,0.8,2,0.4,-731794346865.8259,-1473240226328.8264,-1083497619706.7076,173898630145.77707
1,0.8,0.8,2,0.6,-779382832059.8265,-1878951031638.3691,-1215623835760.5752,235666647092.62424
1,0.8,0.8,2,0.8,-791926875642.7479,-1972722868221.371,-1340963728582.721,276811262121.62537
1,0.8,0.8,2,1.0,-757412367620.6074,-1951358336711.097,-1236829671025.8997,241238336986.71765
1,0.8,0.8,4,0.0,-803315320472.2277,-1848389096740.2546,-1289948562238.789,223371815575.4649
1,0.8,0.8,4,0.2,-853971922761.3574,-2126733893611.274,-1415785221125.2285,247174841083.30646
1,0.8,0.8,4,0.4,-873176170857.3895,-1791623790100.984,-1333155967036.1277,238598995782.85208
1,0.8,0.8,4,0.6,-1059761112700.5559,-1920111967600.602,-1493185042817.5789,203268640996.73758
1,0.8,0.8,4,0.8,-919710785211.8541,-2159722764767.9172,-1507340202902.9626,277546268046.32477
1,0.8,0.8,4,1.0,-1045836767715.5079,-2076005077556.1162,-1510082878749.2603,257419729615.1797
1,0.8,0.8,6,0.0,-943733316401.6444,-2414599426191.621,-1450871906631.0781,312734665425.06384
1,0.8,0.8,6,0.2,-781692207178.9778,-2056842818829.7441,-1521258153824.0918,292149900678.1924
1,0.8,0.8,6,0.4,-1035100422635.0532,-2361018007797.4336,-1493305050414.008,254017284170.38913
1,0.8,0.8,6,0.6,-977972861509.5859,-2468116471180.4146,-1505635549626.673,290768415952.2969
1,0.8,0.8,6,0.8,-1131921175706.1316,-2319390591460.4736,-1652901127133.0974,295116504201.2803
1,0.8,0.8,6,1.0,-1171526682286.811,-2249281657669.407,-1706077914244.6226,284590499456.0817
1,0.8,0.8,8,0.0,-961936695915.7655,-2482153997964.113,-1679199383200.2222,364344473410.9582
1,0.8,0.8,8,0.2,-1111889984661.9595,-2441926738630.0376,-1709049952205.7764,306879461478.6622
1,0.8,0.8,8,0.4,-1055680684990.1399,-2276835426644.651,-1671423583110.7808,267687977097.55124
1,0.8,0.8,8,0.6,-1022246073449.6724,-2330737496496.0693,-1641146828057.6226,285505923165.5801
1,0.8,0.8,8,0.8,-1262722992129.121,-2660747464130.138,-1850976292813.2195,324692940568.03143
1,0.8,0.8,8,1.0,-1267176240353.3823,-2364262750115.1787,-1845476898844.9822,264097241565.8049
1,0.8,0.8,10,0.0,-1133892334760.2737,-2902062087500.8237,-1830144087459.303,339613648293.7071
1,0.8,0.8,10,0.2,-1120905287048.8088,-2757288789505.849,-1792720556120.3806,378299974670.5653
1,0.8,0.8,10,0.4,-1118401103503.83,-2460092468784.6753,-1737738756358.9119,312314526297.96326
1,0.8,0.8,10,0.6,-1080033020984.5897,-2359211411956.678,-1718211336156.7363,296931557234.6555
1,0.8,0.8,10,0.8,-1175890612661.3337,-2974419429309.497,-1960621721780.1987,303968356155.5232
1,0.8,0.8,10,1.0,-1396448852478.5698,-2637907517904.393,-1982704525658.3096,341500386167.88605
1,0.8,0.8,12,0.0,-1286268624026.2578,-2732090208263.8457,-1890228414087.2878,359157038266.1176
1,0.8,0.8,12,0.2,-1239307449744.849,-2993482639435.3667,-1910591066203.2993,362718795266.76404
1,0.8,0.8,12,0.4,-1103579823371.9397,-2680799647307.513,-1874841269691.9302,394164934821.89154
1,0.8,0.8,12,0.6,-1159363975976.9521,-2504107901962.1147,-1856638291319.5059,330235521636.9395
1,0.8,0.8,12,0.8,-1516272766316.49,-2917489499281.5874,-2042159147105.3926,324639945216.8409
1,0.8,0.8,12,1.0,-1433272330089.9739,-3124781924507.9795,-2103527978002.5447,347273143835.3503
1,0.8,0.8,14,0.0,-1303983451500.495,-3020943140912.382,-2121973062718.4536,395675223982.4151
1,0.8,0.8,14,0.2,-1555000086601.3716,-2898669444564.738,-2192649124336.8896,339504298712.6991
1,0.8,0.8,14,0.4,-1353436767321.433,-2693679380671.332,-1883243944088.783,323499282437.6309
1,0.8,0.8,14,0.6,-1315341753577.3882,-3254273110216.135,-1991439335831.175,430816182111.45215
1,0.8,0.8,14,0.8,-1515156860013.3806,-3573748043628.188,-2144128990065.9346,387023498654.08264
1,0.8,0.8,14,1.0,-1341638803873.1118,-3384843777016.9116,-2282249948406.6694,428212955348.2875
1,0.8,1.0,2,0.0,-684855207540.2223,-1372281930237.816,-978953223985.416,148551999590.58847
1,0.8,1.0,2,0.2,-696871563913.4756,-1867550599811.4248,-1042958044607.298,221318588198.86142
1,0.8,1.0,2,0.4,-696815695220.4877,-1491347236023.3794,-1075984381451.8307,194955942867.1662
1,0.8,1.0,2,0.6,-731226524558.1431,-1586085723793.3,-1148754749756.0984,186515280868.3469
1,0.8,1.0,2,0.8,-866764102644.785,-1718797470022.6587,-1304198849992.7798,197560942354.61295
1,0.8,1.0,2,1.0,-725165057870.2214,-1698201864630.6326,-1256582862365.921,235968230832.10425
1,0.8,1.0,4,0.0,-863655119614.6929,-1773506959616.9985,-1232637371221.3354,230985677336.4178
1,0.8,1.0,4,0.2,-672719829842.4796,-1946913400427.5933,-1242120179883.5771,256801373199.04025
1,0.8,1.0,4,0.4,-860913204079.984,-2164354959277.5125,-1331859324421.5203,254315670889.01617
1,0.8,1.0,4,0.6,-913562067174.1545,-2083411177271.3203,-1440274731226.3796,269207065496.41507
1,0.8,1.0,4,0.8,-920381810404.6932,-2305851018209.181,-1537673610595.929,303202399917.02765
1,0.8,1.0,4,1.0,-919278770348.111,-2198038143196.0308,-1496911959855.5188,307789564864.37604
1,0.8,1.0,6,0.0,-840750950341.5024,-1833019298982.9065,-1401591202517.7585,237542206668.57623
1,0.8,1.0,6,0.2,-1016762560769.2867,-2449263996535.615,-1493239450972.8032,312439885022.0073
1,0.8,1.0,6,0.4,-909150319939.8671,-2215208789382.3354,-1463141288345.4658,288527298158.3343
1,0.8,1.0,6,0.6,-1003510311980.927,-2150356814087.0723,-1545837470137.735,275674149591.9114
1,0.8,1.0,6,0.8,-1232732535416.7554,-2370037528369.811,-1691588754486.72,278022007784.2531
1,0.8,1.0,6,1.0,-1052516270967.3608,-2428320620595.058,-1602155148537.366,328353963169.0686
1,0.8,1.0,8,0.0,-987824284787.4874,-2085875902887.3374,-1504845498247.7744,267205524617.64893
1,0.8,1.0,8,0.2,-998338686592.564,-2228897712937.6,-1563001983460.2944,295802782275.27875
1,0.8,1.0,8,0.4,-934725567265.4861,-2821730881088.119,-1599907839872.3904,366938494415.2943
1,0.8,1.0,8,0.6,-1142719580714.5293,-2475781610833.921,-1555495259954.6475,287166636516.31555
1,0.8,1.0,8,0.8,-1229965214757.2988,-2457929467600.586,-1681349104016.4097,250451057305.80698
1,0.8,1.0,8,1.0,-1108503964315.4358,-2937922897345.918,-1823899990735.125,405948799532.6994
1,0.8,1.0,10,0.0,-1172836781294.3784,-2468746306502.669,-1719548588984.348,291194674408.52625
1,0.8,1.0,10,0.2,-928513269193.4043,-2723675106990.4106,-1704328452980.2751,340970899986.9078
1,0.8,1.0,10,0.4,-1108400518037.99,-2425350777468.007,-1591602488970.0066,300631045518.73846
1,0.8,1.0,10,0.6,-1143406799638.2131,-2766864542533.935,-1675289936446.8523,337772938986.6941
1,0.8,1.0,10,0.8,-1238536488017.8882,-2610152945480.5957,-1883425634613.658,349966667960.9459
1,0.8,1.0,10,1.0,-1134978889216.9512,-2907098430987.5693,-1907258425262.1248,321956456217.68933
1,0.8,1.0,12,0.0,-1329963641889.2134,-2857635162626.367,-1867540877774.5337,360224262035.2
1,0.8,1.0,12,0.2,-1277132455838.276,-2782780054092.9473,-1873921533036.3972,354417690457.5031
1,0.8,1.0,12,0.4,-1238299486480.4397,-3049144972487.553,-1775989071452.142,389081858171.29315
1,0.8,1.0,12,0.6,-1179767969878.1316,-2370097583461.358,-1784926561161.8467,327295033228.70795
1,0.8,1.0,12,0.8,-1162232871392.6465,-3040184938376.1255,-1859737329142.0317,371076799930.96875
1,0.8,1.0,12,1.0,-1327075144484.7397,-2603504904953.1606,-1998382309668.144,316342074502.0732
1,0.8,1.0,14,0.0,-1392959816156.7722,-2527500675114.301,-2003798096461.7773,336580166372.9469
1,0.8,1.0,14,0.2,-1114025094004.749,-2801190424067.8154,-1952308770157.0498,377553126905.79944
1,0.8,1.0,14,0.4,-1154735890619.9766,-2541151965005.9995,-1755378071097.5964,321322446917.4595
1,0.8,1.0,14,0.6,-1197905518390.0564,-2451243621616.9155,-1825895615590.777,296229183755.48755
1,0.8,1.0,14,0.8,-1172959124628.6765,-2985705294964.374,-2020641334319.3396,385729656027.63324
1,0.8,1.0,14,1.0,-1274793406359.7876,-2774929402815.1787,-2148646395574.932,383988353112.3195
1,1.0,0.0,2,0.0,-796276687813.6884,-2038639309967.4766,-1463884966794.0837,285210157384.0541
1,1.0,0.0,2,0.2,-901919813200.4484,-2457663133606.8945,-1474376174677.4294,324995228937.7618
1,1.0,0.0,2,0.4,-939813354697.8416,-2119846079965.0989,-1572069914562.615,264482278478.44623
1,1.0,0.0,2,0.6,-1236285020952.7073,-2587291629266.703,-1849439965643.3755,326516394486.4306
1,1.0,0.0,2,0.8,-1319119855998.4983,-2921009039835.105,-2071566268713.227,375246603481.9464
1,1.0,0.0,2,1.0,-1009404987983.9131,-2502711227507.685,-1846193712289.923,383917961040.1148
1,1.0,0.0,4,0.0,-1398669353963.3853,-2774881871676.151,-1949973392339.5024,370114117692.32916
1,1.0,0.0,4,0.2,-1438817606656.478,-3164516187846.216,-2094391765623.049,415354031593.2996
1,1.0,0.0,4,0.4,-1544779498257.9695,-3746071499930.0527,-2251096889061.711,409384144125.54706
1,1.0,0.0,4,0.6,-1673238572268.5916,-3650271927427.8896,-2443876439534.1064,462170142979.78064
1,1.0,0.0,4,0.8,-1627349006377.0625,-3936977502955.6616,-2529739648599.1978,449135044383.6938
1,1.0,0.0,4,1.0,-1563750764226.591,-4616722549840.023,-2429341741374.4375,490724218384.04395
1,1.0,0.0,6,0.0,-1614628024673.1248,-3619450897828.601,-2377368640047.168,448691709164.2847
1,1.0,0.0,6,0.2,-1589523754382.3542,-3582493967308.2344,-2573978461293.2993,468164909596.76074
1,1.0,0.0,6,0.4,-1862415545279.2834,-3654606842665.843,-2526846413409.6562,438461484526.6525
1,1.0,0.0,6,0.6,-1790172368553.9683,-3517027395710.0938,-2657736242337.151,427392977482.1866
1,1.0,0.0,6,0.8,-2051873358010.097,-4299499651306.1147,-2984202799342.2783,470702795597.1762
1,1.0,0.0,6,1.0,-1814103807314.5293,-3195636722916.4897,-2576492455719.868,364145537615.3549
1,1.0,0.0,8,0.0,-1706808938946.0786,-3384930412591.6357,-2508422932327.151,431396595381.1122
1,1.0,0.0,8,0.2,-1859590641699.0225,-4070410663872.429,-2785492130659.3115,554876265007.9587
1,1.0,0.0,8,0.4,-1291834647924.8389,-3942388546761.0293,-2867571770168.9614,519672749988.7937
1,1.0,0.0,8,0.6,-1414556817905.34,-4401936759720.794,-2931728420754.552,622184832322.0754
1,1.0,0.0,8,0.8,-1961479017072.1208,-4268905508727.87,-3120038882977.393,488931282721.91187
1,1.0,0.0,8,1.0,-1978182536211.4255,-4038659491739.1987,-2829022471094.507,478734713695.5985
1,1.0,0.0,10,0.0,-2157887234019.4766,-3742045988938.8276,-2824054561163.6274,402392263561.26215
1,1.0,0.0,10,0.2,-1691793872471.1921,-5268111309052.253,-2996831851024.322,758173293742.2074
1,1.0,0.0,10,0.4,-2061239660730.7598,-4932587360126.566,-3030411197506.207,641049170480.0988
1,1.0,0.0,10,0.6,-2169926456616.0413,-4929415154233.896,-3062054719452.351,614719261537.5367
1,1.0,0.0,10,0.8,-2225423685190.4077,-4473446911809.284,-3252411629475.901,535395037933.991
1,1.0,0.0,10,1.0,-1871675148481.014,-4670372666436.845,-3053712588284.843,576076685479.0438
1,1.0,0.0,12,0.0,-2205482559903.666,-4951859916823.829,-3124110136090.2363,553736300196.793
1,1.0,0.0,12,0.2,-2240792009507.8315,-4821194198243.153,-3292945112651.413,562855096935.227
1,1.0,0.0,12,0.4,-2160276644863.2107,-5025097892634.424,-3060303558367.978,576616630026.2101
1,1.0,0.0,12,0.6,-2113509645721.7817,-4395997234288.9185,-3016063658071.0605,492264889441.6714
1,1.0,0.0,12,0.8,-2600584213031.9907,-4946815346405.251,-3364363697847.1978,492135610740.47455
1,1.0,0.0,12,1.0,-2396213110010.073,-4909857723678.755,-3349524295927.469,518382866466.3166
1,1.0,0.0,14,0.0,-2310572982013.4453,-4328954106250.6357,-3296450600574.9897,477188501679.8353
1,1.0,0.0,14,0.2,-2267067714910.0503,-4875987104266.001,-3223328601531.5864,518358673449.12103
1,1.0,0.0,14,0.4,-2087308717180.0842,-4992881617537.112,-3252715352083.2114,607494936114.4816
1,1.0,0.0,14,0.6,-2012324650169.7773,-4660889930418.556,-3182245491725.786,518062812814.2756
1,1.0,0.0,14,0.8,-2213994185294.2886,-4866634815210.716,-3477837115020.658,592077671692.2808
1,1.0,0.0,14,1.0,-2454505795477.4683,-4481580736213.972,-3461326303506.6943,497594845503.98395
1,1.0,0.2,2,0.0,-831828485969.3427,-1580906464605.5615,-1180808937020.5596,169767916785.01004
1,1.0,0.2,2,0.2,-742827715883.322,-1869548440833.1045,-1287293517063.782,263028236521.1343
1,1.0,0.2,2,0.4,-844504887047.4327,-2065625283114.8938,-1341155693112.2395,273369478782.60013
1,1.0,0.2,2,0.6,-941864042188.1382,-2052129767139.9412,-1432915285217.4521,265986303848.34265
1,1.0,0.2,2,0.8,-1110231160171.9646,-2743300158250.5234,-1586876328062.0781,320287129743.969
1,1.0,0.2,2,1.0,-920803326591.949,-2834298628737.365,-1527966559552.311,347997301766.13367
1,1.0,0.2,4,0.0,-1047970364055.8535,-2159310713340.6753,-1584026444443.8638,309319549718.36194
1,1.0,0.2,4,0.2,-1109889973390.497,-2510340851363.487,-1663086391149.316,347483852408.41516
1,1.0,0.2,4,0.4,-1189947772024.0947,-2463797502501.2007,-1706066310300.6821,278633675160.14355
1,1.0,0.2,4,0.6,-1164695917708.3801,-2492460850207.6714,-1802725498794.002,322056112245.18353
1,1.0,0.2,4,0.8,-1306063454750.142,-3139435191496.294,-2013622581972.3948,416850898805.05695
1,1.0,0.2,4,1.0,-1093659640313.4996,-3108827789136.275,-1925414046514.4995,431129885852.64636
1,1.0,0.2,6,0.0,-1185960167005.2295,-2593172218953.411,-1733248615870.4272,314415535581.82196
1,1.0,0.2,6,0.2,-1225406827744.6416,-3028554984744.902,-1898432244597.9368,385805295740.9318
1,1.0,0.2,6,0.4,-1404509422669.6885,-3222867446604.67,-1975330778534.427,369804124838.2508
1,1.0,0.2,6,0.6,-1410314116416.8442,-2758067197838.948,-2027782737261.1587,382744621433.7516
1,1.0,0.2,6,0.8,-1533127324979.3152,-3221889801438.6973,-2183180896090.9026,376900950507.3827
1,1.0,0.2,6,1.0,-957787546770.8347,-3062900448628.967,-2154912960847.5845,447864653453.4983
1,1.0,0.2,8,0.0,-1274289603429.5256,-2903621440938.9707,-1906587709277.5767,399916781281.86163
1,1.0,0.2,8,0.2,-1343906480897.084,-3380053885120.0596,-2087370806672.9329,406736981128.7533
1,1.0,0.2,8,0.4,-1438543714683.0378,-3428441341081.5225,-2091417545802.789,417710167911.1614
1,1.0,0.2,8,0.6,-1462211898335.233,-2648328577062.7393,-2044819954754.124,286671469173.14856
1,1.0,0.2,8,0.8,-1354190992391.431,-3344551979191.8804,-2280169528358.6685,358447964949.7574
1,1.0,0.2,8,1.0,-1468999834164.5894,-3218091345385.0806,-2281774262376.319,418410608327.18506
1,1.0,0.2,10,0.0,-1346844677096.8728,-2997958868643.988,-2143793714555.7952,372622445916.29517
1,1.0,0.2,10,0.2,-1390563638177.6494,-3374143927878.901,-2181416512890.5598,426118186185.8498
1,1.0,0.2,10,0.4,-1563702599217.584,-3692613594795.8037,-2217464908275.566,416297127687.2972
1,1.0,0.2,10,0.6,-1495208756838.0698,-3056358255128.0864,-2204476878084.8257,363955194421.7045
1,1.0,0.2,10,0.8,-1909543479880.2441,-3365804849391.1416,-2453839438026.1436,400711330928.05664
1,1.0,0.2,10,1.0,-1637579949550.5403,-3313686624327.704,-2414409098951.9077,428222318929.68945
1,1.0,0.2,12,0.0,-1514455903823.6753,-3395927759219.7754,-2348442341544.013,486494212318.27893
1,1.0,0.2,12,0.2,-1331888439622.631,-3474847557728.0757,-2406135813273.2153,462938715448.2595
1,1.0,0.2,12,0.4,-1467538342782.2642,-3145590119441.187,-2320320770875.202,409904895758.6056
1,1.0,0.2,12,0.6,-1495264933787.7922,-3430099826901.9688,-2224243326888.815,364532043685.2007
1,1.0,0.2,12,0.8,-1756084237579.7632,-3827224882957.3657,-2570328044153.3267,433780695779.99664
1,1.0,0.2,12,1.0,-1777522383074.3418,-3733940690571.9927,-2497224655280.9854,425975687799.89795
1,1.0,0.2,14,0.0,-1750663848725.6555,-3353910402852.4453,-2591684115587.967,376717115923.8305
1,1.0,0.2,14,0.2,-1700198490093.3958,-3415377652032.504,-2615716662027.458,420818837712.8681
1,1.0,0.2,14,0.4,-1846112129814.5703,-3529789221315.103,-2481083209922.5522,375751804751.7959
