Problem,Stationary,Selection,Crossover,Mutation,Replacement,BestScore,WorstScore,MeanScore,StdDev
Knapsack,0.7,Tournament,TwoPoint,SinglePoint,Elitism,175,80,122.89375,15.904674132517679
Knapsack,0.8,Tournament,TwoPoint,SinglePoint,Elitism,175,80,122.01444444444445,15.927352181763858
Knapsack,0.9,Tournament,TwoPoint,SinglePoint,Elitism,175,76,121.037,16.110530102395145
Knapsack,1.0,Tournament,TwoPoint,SinglePoint,Elitism,175,-187,98.2609090909091,73.89784724948487
Knapsack,0.0,Tournament,TwoPoint,SinglePoint,DeterministCrowding,151,76,113.66,13.730611675001844
Knapsack,0.1,Tournament,TwoPoint,SinglePoint,DeterministCrowding,151,76,113.605,13.918606721411688
Knapsack,0.2,Tournament,TwoPoint,SinglePoint,DeterministCrowding,151,65,112.70666666666666,14.8003645741351
Knapsack,0.3,Tournament,TwoPoint,SinglePoint,DeterministCrowding,151,65,112.9,14.598211172042927
Knapsack,0.4,Tournament,TwoPoint,SinglePoint,DeterministCrowding,151,65,112.404,14.375607820207144
Knapsack,0.5,Tournament,TwoPoint,SinglePoint,DeterministCrowding,151,65,112.155,14.434156821185097
Knapsack,0.6,Tournament,TwoPoint,SinglePoint,DeterministCrowding,151,65,111.07714285714286,14.599754749626229
Knapsack,0.7,Tournament,TwoPoint,SinglePoint,DeterministCrowding,151,63,109.77,15.205051528685704
Knapsack,0.8,Tournament,TwoPoint,SinglePoint,DeterministCrowding,151,63,108.89222222222222,15.188637575758301
Knapsack,0.9,Tournament,TwoPoint,SinglePoint,DeterministCrowding,151,62,107.41,15.713395903203445
Knapsack,1.0,Tournament,TwoPoint,SinglePoint,DeterministCrowding,151,-180,85.66,70.60672224774075
Knapsack,0.0,Tournament,TwoPoint,SinglePoint,RestrictedTournament,155,92,121.61,14.46758480538511
Knapsack,0.1,Tournament,TwoPoint,SinglePoint,RestrictedTournament,173,89,130,17.066526643060428
Knapsack,0.2,Tournament,TwoPoint,SinglePoint,RestrictedTournament,174,89,131.98,16.826070709419792
